vertex_id,x_um,depth_um,potential_V,electric_field_mag_V_per_cm,Ex_V_per_cm,Ey_or_Ez_V_per_cm,net_doping_cm-3,donor_cm-3,acceptor_cm-3,phosphorus_like_cm-3,boron_like_cm-3,eMobility_cm2_per_Vs,hMobility_cm2_per_Vs,eVelocity_cm_per_s,hVelocity_cm_per_s
580,-47.45722177734375,-8.75,-45.13331055627381,102135.3523551104,102135.3523550906,-0.06369951811390474,-2992156638863.067,10030028237.54747,3002186667100.615,10030028237.54747,3002186667100.615,99.76501265045935,74.63576185566527,10189515.40320184,7622935.432584285
581,-47.50712421875,0.0,-44.62370708969186,102099.3798703066,102099.3798703066,5.384199432526777e-12,-2994672580233.999,10030030305.03505,3004702610539.034,10030030305.03505,3004702610539.034,99.79232058047403,74.6550182750378,10189328.6669623,7622651.751778182
582,-47.45722177734375,0.0,-45.13329361685042,102133.7260666626,102133.7260666626,3.366863727833788e-12,-2992156630793.938,10030028237.80144,3002186659031.74,10030028237.80144,3002186659031.74,99.76054250154392,74.63260963940692,10189509.75993688,7622926.831821823
583,-47.4073193359375,-8.75,-45.64307656064698,102169.683420502,102169.6834204782,-0.06966729166213917,-2991010044524.465,10030026422.48867,3001040070946.954,10030026422.48867,3001040070946.954,99.73325740221894,74.6133693752367,10189696.20403112,7623210.163489041
584,-47.35741689453125,-17.5,-46.15311541451734,102204.4814183458,102204.4814183027,-0.09390069194898223,-2990488560269.956,10030024828.73301,3000518585098.688,10030024828.73301,3000518585098.688,99.70094535329157,74.59058385910849,10189879.8883983,7623489.335612326
585,-47.30751445312499,-26.25,-46.66329092026179,102239.0792586389,102239.0792586265,-0.05043805931192551,-2990251779131.558,10030023428.91773,3000281802560.476,10030023428.91773,3000281802560.476,99.6689795675568,74.5680417525851,10190061.76638122,7623765.782905214
586,-47.25761201171874,-35.0,-47.17359912825403,102273.5136931252,102273.513693124,-0.01564159986398421,-2990144396640.711,10030022198.86867,3000174418839.581,10030022198.86867,3000174418839.581,99.63717868041553,74.54561507408923,10190242.67664821,7624040.770526695
587,-47.2077095703125,-43.75000000000001,-47.68405764252029,102307.8617839081,102307.8617839081,-0.001441550161844043,-2990095717683.825,10030021117.30929,3000125738801.135,10030021117.30929,3000125738801.135,99.60547807971469,74.52325822092988,10190423.00376124,7624314.878598198
588,-47.15780712890625,-52.5,-48.19468403097466,102342.1970771757,102342.197077175,-0.01199612585613185,-2990073628147.896,10030020165.46021,3000103648313.357,10030020165.46021,3000103648313.357,99.57380487987267,74.50091975228614,10190603.16010865,7624588.728983225
589,-47.1079046875,-61.25,-48.70550400583363,102376.6221238969,102376.6221237365,-0.1812517016829664,-2990063566148.542,10030019326.66932,3000093585475.212,10030019326.66932,3000093585475.212,99.54203224628053,74.47851024038239,10190783.82241647,7624863.350267802
590,-47.1079046875,-70.0,-48.7057985526421,102377.1576700068,102377.1576695782,-0.2962524643427736,-2990063566160.146,10030019326.64901,3000093585486.794,10030019326.64901,3000093585486.794,99.54703914230376,74.48204190552111,10190785.62362779,7624866.126771934
591,-47.05800224609375,-70.0,-49.21677119561668,102411.476249134,102411.4762486966,-0.299306488352734,-2990058936917.186,10030018586.27067,3000088955503.457,10030018586.27067,3000088955503.457,99.51543221856328,74.45974844383484,10190965.38584018,7625139.380205459
592,-47.05800224609375,-61.25,-49.21647398846991,102410.9460193062,102410.9460191426,-0.1830515983608149,-2990058936914.109,10030018586.28881,3000088955500.398,10030018586.28881,3000088955500.398,99.51042629540368,74.45621728967315,10190963.60307922,7625136.631496362
593,-47.1079046875,-52.5,-48.70548222665882,102376.5219514778,102376.5219514771,-0.01230900312237192,-2990063566149.264,10030019326.67001,3000093585475.934,10030019326.67001,3000093585475.934,99.54217707067149,74.47861239724959,10190783.07104858,7624862.213378466
594,-47.15780712890625,-43.75000000000001,-48.19468449888332,102342.1875343532,102342.1875343532,-0.001529721890795945,-2990073628147.75,10030020165.46033,3000103648313.211,10030020165.46033,3000103648313.211,99.57382939425639,74.50093707030904,10190603.04131916,7624588.552185695
595,-47.2077095703125,-35.0,-47.68405458160918,102307.8403958546,102307.8403958533,-0.01600646188166468,-2990095717682.155,10030021117.30946,3000125738799.464,10030021117.30946,3000125738799.464,99.60550905479845,74.52328007631367,10190422.84286985,7624314.635567005
596,-47.25761201171874,-26.25,-47.17357454018261,102273.4071061659,102273.4071061529,-0.05150725217708258,-2990144396631.652,10030022198.86915,3000174418830.521,10030022198.86915,3000174418830.521,99.6372887823734,74.54569273027248,10190242.06614334,7624039.844134898
597,-47.30751445312499,-17.5,-46.66322638658485,102238.8108450279,102238.8108449828,-0.09599949925338232,-2990251779072.958,10030023428.91942,3000281802501.877,10030023428.91942,3000281802501.877,99.66923319276066,74.56822060786726,10190060.33121885,7623763.601687767
598,-47.35741689453125,-8.75,-46.15301388442566,102204.013847439,102204.0138474111,-0.0755921615889807,-2990488559654.353,10030024828.74572,3000518584483.098,10030024828.74572,3000518584483.098,99.70152191010429,74.5909903967915,10189876.81508176,7623484.659663497
599,-47.4073193359375,0.0,-45.64305154101923,102168.072248529,102168.072248529,3.366863727833586e-12,-2991010041038.792,10030026422.71653,3001040067461.509,10030026422.71653,3001040067461.509,99.72878288770242,74.61021406364463,10189690.60293825,7623201.635686236
600,-47.35741689453125,0.0,-46.15298085949633,102202.4176483973,102202.4176483973,4.70247909094091e-12,-2990488558165.249,10030024828.94982,3000518582994.198,10030024828.94982,3000518582994.198,99.69704334056227,74.5878321433625,10189871.2619657,7623476.208343371
601,-47.30751445312499,-8.75,-46.66312252322164,102238.3432854696,102238.3432854371,-0.08147445019044748,-2990251778791.732,10030023428.93074,3000281802220.664,10030023428.93074,3000281802220.664,99.6698070270035,74.56862524202752,10190057.27006315,7623758.9441572
602,-47.25761201171874,-17.5,-47.17350866805764,102273.1390940774,102273.1390940304,-0.09809712135564853,-2990144396604.912,10030022198.87061,3000174418803.783,10030022198.87061,3000174418803.783,99.63754201188267,74.54587131443448,10190240.63344851,7624037.666701887
603,-47.2077095703125,-26.25,-47.68402946137866,102307.7337033255,102307.733703312,-0.05257560148778614,-2990095717678.079,10030021117.30985,3000125738795.389,10030021117.30985,3000125738795.389,99.60561914124949,74.52335772496849,10190422.23239323,7624313.709233272
604,-47.15780712890625,-35.0,-48.19468133041028,102342.1658137964,102342.165813795,-0.01637257308230042,-2990073628146.988,10030020165.46047,3000103648312.448,10030020165.46047,3000103648312.448,99.57386063548168,74.50095911446702,10190602.87886882,7624588.306806601
605,-47.1079046875,-43.75000000000001,-48.70548264588516,102376.5119836768,102376.5119836768,-0.001620053916102744,-2990063566149.161,10030019326.67009,3000093585475.83,10030019326.67009,3000093585475.83,99.54220193295838,74.47862996162766,10190782.95021178,7624862.03350622
606,-47.05800224609375,-52.5,-49.21645170858061,102410.8455155465,102410.8455155457,-0.01262403957866229,-2990058936914.427,10030018586.28937,3000088955500.716,10030018586.28937,3000088955500.716,99.51057048500857,74.45631900303945,10190962.85408548,7625135.498229824
607,-47.0080998046875,-61.25,-49.72761525242172,102445.2685899471,102445.2685897803,-0.1848374079659517,-2990056751935.595,10030017932.02967,3000086769867.625,10030017932.02967,3000086769867.625,99.4788415533281,74.4339399171867,10191143.25625345,7625409.880236756
608,-47.0080998046875,-70.0,-49.72791509350502,102445.7935546837,102445.7935542376,-0.3023302247504817,-2990056751935.172,10030017932.01351,3000086769867.186,10030017932.01351,3000086769867.186,99.48384648118451,74.43746997364184,10191145.02072426,7625412.601192662
609,-46.95819736328125,-70.0,-50.23923023994455,102480.1096021012,102480.1096016464,-0.3053239235508451,-2990055729554.67,10030017364.72688,3000085746919.397,10030017364.72688,3000085746919.397,99.45228190275058,74.41518469668293,10191324.52864404,7625682.270552408
610,-46.95819736328125,-61.25,-50.23892779107233,102479.5898518081,102479.5898516382,-0.1866092416444378,-2990055729556.348,10030017364.74125,3000085746921.089,10030017364.74125,3000085746921.089,99.44727798639614,74.41164367987436,10191322.78229121,7625679.57246357
611,-47.0080998046875,-52.5,-49.72759247019382,102445.1677665931,102445.1677665923,-0.0129411919178729,-2990056751935.72,10030017932.03012,3000086769867.751,10030017932.03012,3000086769867.751,99.47898510900059,74.43404118810068,10191142.50964592,7625408.750629047
612,-47.05800224609375,-43.75000000000001,-49.21645207701241,102410.8351261906,102410.8351261906,-0.001712529507104054,-2990058936914.34,10030018586.28942,3000088955500.629,10030018586.28942,3000088955500.629,99.51059569046362,74.45633681046635,10190962.73122694,7625135.315322839
613,-47.1079046875,-35.0,-48.705479368197,102376.4899330602,102376.4899330588,-0.01673991932257203,-2990063566148.812,10030019326.67019,3000093585475.482,10030019326.67019,3000093585475.482,99.54223343756964,74.47865219263137,10190782.78621802,7624861.785802843
614,-47.15780712890625,-26.25,-48.19465567750012,102342.0590182142,102342.0590182002,-0.0536430966401542,-2990073628145.204,10030020165.46078,3000103648310.665,10030020165.46078,3000103648310.665,99.57397070431654,74.5010367541024,10190602.26843276,7624587.380549659
615,-47.2077095703125,-17.5,-47.68396225281235,102307.4660939584,102307.4660939093,-0.1001934708072992,-2990095717666.021,10030021117.31109,3000125738783.332,10030021117.31109,3000125738783.332,99.60587196989616,74.52353603433126,10190420.80218866,7624311.535618763
616,-47.25761201171874,-8.75,-47.17340247155328,102272.6715753861,102272.6715753488,-0.08731447716032371,-2990144396477.368,10030022198.88062,3000174418676.249,10030022198.88062,3000174418676.249,99.63811312993013,74.54627404973021,10190237.58443681,7624033.027610049
617,-47.30751445312499,0.0,-46.6630815671823,102236.761917219,102236.761917219,6.705902135602127e-12,-2990251778169.588,10030023429.11326,3000281801598.702,10030023429.11326,3000281801598.702,99.66532457999132,74.56546414189056,10190051.76729554,7623750.57050941
618,-47.25761201171874,0.0,-47.17335365789128,102271.1048971819,102271.1048971819,6.705902135603542e-12,-2990144396229.671,10030022199.0436,3000174418428.715,10030022199.0436,3000174418428.715,99.63362692175845,74.54311017112346,10190232.13281985,7624024.731759944
619,-47.2077095703125,-8.75,-47.68385372344332,102306.9986451739,102306.9986451315,-0.09311255959704566,-2990095717608.866,10030021117.31992,3000125738726.186,10030021117.31992,3000125738726.186,99.60644037837753,74.52393687541675,10190417.7653174,7624306.914980716
620,-47.15780712890625,-17.5,-48.19458713450518,102341.7918127942,102341.7918127431,-0.1022884614438386,-2990073628139.884,10030020165.46183,3000103648305.346,10030020165.46183,3000103648305.346,99.5742231270011,74.50121478503598,10190600.84074098,7624585.210787543
621,-47.1079046875,-26.25,-48.70545318209922,102376.3830369333,102376.3830369187,-0.05470972697616894,-2990063566148.073,10030019326.67043,3000093585474.743,10030019326.67043,3000093585474.743,99.54234348668687,74.47872982176096,10190782.17583497,7624860.859641476
622,-47.05800224609375,-35.0,-49.21644868846816,102410.8127479549,102410.8127479534,-0.01710848649226508,-2990058936914.181,10030018586.28948,3000088955500.47,10030018586.28948,3000088955500.47,99.51062745571613,74.45635922639704,10190962.56570542,7625135.065319082
623,-47.0080998046875,-43.75000000000001,-49.72759278573594,102445.1569591007,102445.1569591007,-0.001807131955550354,-2990056751935.634,10030017932.03013,3000086769867.664,10030017932.03013,3000086769867.664,99.47901065292932,74.43405923496131,10191142.38479115,7625408.564698675
624,-46.95819736328125,-52.5,-50.2389045049399,102479.4887204234,102479.4887204226,-0.01326041736355629,-2990055729556.379,10030017364.74161,3000085746921.121,10030017364.74161,3000085746921.121,99.44742090901599,74.41174449872096,10191322.03808179,7625678.446160155
625,-46.908294921875,-61.25,-50.75041159797626,102531.0698368364,102531.0698365628,-0.2368827854706308,-2990055275127.446,10030016869.62778,3000085291997.074,10030016869.62778,3000085291997.074,99.4157573643319,74.38940544367581,10191589.37029485,7626089.759893071
626,-46.908294921875,-70.0,-50.75071662874115,102531.5806651517,102531.5806647486,-0.2874870021334494,-2990055275125.543,10030016869.61501,3000085291995.159,10030016869.61501,3000085291995.159,99.42181521915785,74.3936670190945,10191591.18082182,7626092.55101257
627,-46.80849003906249,-70.0,-51.77420310408689,102583.0468908302,102583.0468906438,-0.1955713526711486,-2990054731027.692,10030016009.51511,3000084747037.207,10030016009.51511,3000084747037.207,99.36294721301634,74.35218047144943,10191860.35983038,7626499.674102592
628,-46.80849003906249,-61.25,-51.77389298645668,102582.5440717633,102582.544071583,-0.1922929044710988,-2990054731029.438,10030016009.525,3000084747038.963,10030016009.525,3000084747038.963,99.3527051111588,74.34493947767602,10191858.66697118,7626497.058862337
629,-46.908294921875,-52.5,-50.75038780643062,102530.9678155284,102530.9678155199,-0.0416963576954507,-2990055275127.428,10030016869.62804,3000085291997.056,10030016869.62804,3000085291997.056,99.41587380024379,74.38948763248843,10191588.52243796,7626088.474715282
630,-46.95819736328125,-43.75000000000001,-50.23890476551426,102479.4774982057,102479.4774982057,-0.001903844585591748,-2990055729556.292,10030017364.74159,3000085746921.033,10030017364.74159,3000085746921.033,99.44744678676656,74.41176278854815,10191321.91125608,7625678.257817625
631,-47.0080998046875,-35.0,-49.72758928470679,102445.1342556824,102445.1342556809,-0.01747826051643376,-2990056751935.561,10030017932.03017,3000086769867.592,10030017932.03017,3000086769867.592,99.47904267608737,74.43408183382627,10191142.21775743,7625408.312410336
632,-47.05800224609375,-26.25,-49.21642196868723,102410.7057537827,102410.7057537675,-0.05577548178187514,-2990058936913.91,10030018586.28967,3000088955500.2,10030018586.28967,3000088955500.2,99.51073748301795,74.45643684354097,10190961.95538766,7625134.139272308
633,-47.1079046875,-17.5,-48.70538330669456,102376.1162367145,102376.1162366613,-0.1043820083558697,-2990063566145.827,10030019326.6713,3000093585472.499,10030019326.6713,3000093585472.499,99.5425954983747,74.47890757068113,10190780.75067821,7624858.693765278
634,-47.15780712890625,-8.75,-48.19447627269172,102341.3244624875,102341.3244624397,-0.09886901199497913,-2990073628114.83,10030020165.46956,3000103648280.3,10030020165.46956,3000103648280.3,99.5747888326936,74.50161373658419,10190597.81601231,7624580.608614986
635,-47.2077095703125,0.0,-47.68379712494872,102305.4465176584,102305.4465176584,6.691989475570363e-12,-2990095717520.504,10030021117.46522,3000125738637.969,10030021117.46522,3000125738637.969,99.60195049704134,74.52077027407722,10190412.36494013,7624298.696571895
636,-47.15780712890625,0.0,-48.19441196146411,102339.7867476768,102339.7867476768,6.705902135602833e-12,-2990073628092.481,10030020165.59888,3000103648258.081,10030020165.59888,3000103648258.081,99.57029535293272,74.4984444622471,10190592.46664159,7624572.467075533
637,-47.1079046875,-8.75,-48.7052701129983,102375.6490129895,102375.6490129361,-0.1045841462763037,-2990063566135.333,10030019326.67804,3000093585462.011,10030019326.67804,3000093585462.011,99.54315850815613,74.47930463739834,10190777.7380963,7624854.110067646
638,-47.05800224609375,-17.5,-49.21635076289808,102410.4393600452,102410.4393599898,-0.106474027890823,-2990058936913.06,10030018586.29037,3000088955499.351,10030018586.29037,3000088955499.351,99.51098907874109,74.45661430690956,10190960.53278785,7625131.977315024
639,-47.0080998046875,-26.25,-49.72756203075966,102445.0271659575,102445.0271659417,-0.05684035029264011,-2990056751935.501,10030017932.03029,3000086769867.532,10030017932.03029,3000086769867.532,99.479152679482,74.43415943744044,10191141.60751718,7625407.386490124
640,-46.95819736328125,-35.0,-50.23890115038352,102479.4544720355,102479.4544720339,-0.01784922735665732,-2990055729556.252,10030017364.7416,3000085746920.994,10030017364.7416,3000085746920.994,99.44747906510464,74.4117855700926,10191321.74272555,7625678.003433686
641,-46.908294921875,-43.75000000000001,-50.75038800997613,102530.9559272098,102530.955927206,-0.02782374344428435,-2990055275127.339,10030016869.62799,3000085291996.967,10030016869.62799,3000085291996.967,99.41589602616273,74.38950333566133,10191588.37586528,7626088.25599521
642,-46.80849003906249,-52.5,-51.7738681797334,102582.4420788029,102582.4420788019,-0.01433340552742585,-2990054731029.356,10030016009.52509,3000084747038.881,10030016009.52509,3000084747038.881,99.35284570786249,74.34503866434903,10191857.93271249,7626495.946517761
643,-46.70868515625,-61.25,-52.7980593557041,102685.4897772581,102685.4897767474,-0.3238778626821037,-2990054502081.115,10030015382.19465,3000084517463.311,10030015382.19465,3000084517463.311,99.28981781244568,74.300554715152,10192394.76982075,7627314.013959112
644,-46.70868515625,-70.0,-52.79837445960185,102685.9710539588,102685.9710538915,-0.1175870893120748,-2990054502079.745,10030015382.18698,3000084517461.932,10030015382.18698,3000084517461.932,99.30215383708688,74.30924708873576,10192396.49448475,7627316.675794637
645,-46.50907539062499,-70.0,-54.84877157917281,102788.8706085605,102788.8706082343,0.2589313655149504,-2990054225043.469,10030014484.73449,3000084239528.204,10030014484.73449,3000084239528.204,99.18485410215793,74.22652103823224,10192932.24856147,7628129.20208905
646,-46.50907539062499,-61.25,-54.84844679858903,102788.4097471174,102788.4097469166,-0.2031763995806422,-2990054225044.24,10030014484.73883,3000084239528.979,10030014484.73883,3000084239528.979,99.16418675029047,74.21192182905732,10192930.66063119,7628126.744841454
647,-46.70868515625,-52.5,-52.79803352844272,102685.3860828377,102685.3860827657,-0.1216042550473014,-2990054502080.998,10030015382.19459,3000084517463.193,10030015382.19459,3000084517463.193,99.2899323350043,74.3006355693449,10192393.94102915,7627312.757723643
648,-46.80849003906249,-43.75000000000001,-51.77386826308971,102582.4296309787,102582.4296309787,-0.002194566400349853,-2990054731029.26,10030016009.525,3000084747038.786,10030016009.525,3000084747038.786,99.35287255283279,74.3450576391576,10191857.80025754,7626495.74958798
649,-46.908294921875,-35.0,-50.75038427913925,102530.9323870129,102530.9323870041,-0.04252266462923871,-2990055275127.308,10030016869.62798,3000085291996.936,10030016869.62798,3000085291996.936,99.41593344912002,74.38952974722626,10191588.22598531,7626088.029751635
650,-46.95819736328125,-26.25,-50.23887336179956,102479.347289242,102479.3472892256,-0.05790432169943723,-2990055729556.278,10030017364.74166,3000085746921.02,10030017364.74166,3000085746921.02,99.44758904250752,74.41186316008006,10191321.13257512,7625677.077799632
651,-47.0080998046875,-17.5,-49.72748949661771,102444.7611800042,102444.7611799467,-0.1085644376354937,-2990056751935.28,10030017932.03085,3000086769867.312,10030017932.03085,3000086769867.312,99.47940385433913,74.43433661176587,10191140.18749611,7625405.228485074
652,-47.05800224609375,-8.75,-49.21623523801976,102409.9722905465,102409.9722904872,-0.1102582718097275,-2990058936909.118,10030018586.2962,3000088955495.414,10030018586.2962,3000088955495.414,99.51154939956717,74.45700949353376,10190957.53235733,7625127.412099284
653,-47.1079046875,0.0,-48.70519816045368,102374.1255742603,102374.1255742603,6.70590213560243e-12,-2990063566137.357,10030019326.79298,3000093585464.15,10030019326.79298,3000093585464.15,99.53866149832704,74.47613273819388,10190772.43935547,7624846.044732239
654,-47.05800224609375,0.0,-49.21615571489723,102408.4629926217,102408.4629926217,6.705902135602127e-12,-2990058936913.285,10030018586.39821,3000088955499.683,10030018586.39821,3000088955499.683,99.50704892475747,74.45383498770546,10190952.28380743,7625119.422260829
655,-47.0080998046875,-8.75,-49.72737164139488,102444.2942919247,102444.2942918591,-0.1158916954262805,-2990056751934.253,10030017932.03585,3000086769866.289,10030017932.03585,3000086769866.289,99.47996149323065,74.43472992320935,10191137.19922134,7625400.681771971
656,-46.95819736328125,-17.5,-50.23879950134305,102479.0817124024,102479.0817123427,-0.1106531563921713,-2990055729556.317,10030017364.7421,3000085746921.059,10030017364.7421,3000085746921.059,99.4478397916618,74.4120400419547,10191319.71515433,7625674.923771159
657,-46.908294921875,-26.25,-50.75035595546021,102530.8250346887,102530.8250346561,-0.08179151791896896,-2990055275127.357,10030016869.628,3000085291996.985,10030016869.628,3000085291996.985,99.41605576532656,74.3896160433939,10191587.66859974,7626087.18407616
658,-46.80849003906249,-35.0,-51.77386429606383,102582.405649798,102582.4056497963,-0.01887465662244052,-2990054731029.238,10030016009.52493,3000084747038.763,10030016009.52493,3000084747038.763,99.35290561012211,74.34508097277096,10191857.62730039,7626495.488406529
659,-46.70868515625,-43.75000000000001,-52.79803348357,102685.3723280248,102685.3723279697,-0.1064125921918674,-2990054502080.896,10030015382.19447,3000084517463.09,10030015382.19447,3000084517463.09,99.2899558387312,74.30065217791123,10192393.78622719,7627312.526654852
660,-46.50907539062499,-52.5,-54.84841891549871,102788.3063153441,102788.3063153427,-0.01652833191570426,-2990054225044.074,10030014484.73856,3000084239528.813,10030014484.73856,3000084239528.813,99.16432278893551,74.21201782525993,10192929.9446285,7628125.660237836
661,-46.309465625,-61.25,-56.90157342990714,102994.2582785764,102994.2582765153,-0.651581196611189,-2990054049614.835,10030013945.62534,3000084063560.46,10030013945.62534,3000084063560.46,99.03898726369053,74.12354734367769,10193997.52641949,7629750.631209838
662,-46.309465625,-70.0,-56.9019075076493,102994.6445048669,102994.6445032121,0.5838458530514137,-2990054049614.516,10030013945.62315,3000084063560.139,10030013945.62315,3000084063560.139,99.06377074863755,74.14102886974648,10193999.09120744,7629753.052024727
663,-45.91024609375,-70.0,-61.01639395330328,103200.2782811021,103200.2782596597,2.10374185278358,-2990053853026.171,10030013431.97955,3000083866458.151,10030013431.97955,3000083866458.151,98.83075682408548,73.97658569973581,10195062.00865896,7631367.15105327
664,-45.91024609375,-61.25,-61.01604237536363,103199.971256469,103199.9712562278,-0.2231391767567978,-2990053853026.068,10030013431.9797,3000083866458.048,10030013431.9797,3000083866458.048,98.78949299535994,73.94743789152938,10195060.61161538,7631364.981281444
665,-46.309465625,-52.5,-56.90154347458908,102994.1517473922,102994.1517464675,-0.4364139478552531,-2990054049614.639,10030013945.62492,3000084063560.264,10030013945.62492,3000084063560.264,99.03909800945978,74.12362556202442,10193996.73496651,7629749.431628523
666,-46.50907539062499,-43.75000000000001,-54.84841859046004,102788.2915044173,102788.2915044173,-0.002834808127249504,-2990054225043.963,10030014484.73837,3000084239528.702,10030014484.73837,3000084239528.702,99.16435143406716,74.2120380770081,10192929.80144945,7628125.44720991
667,-46.70868515625,-35.0,-52.79802927408282,102685.3473421266,102685.3473420541,-0.1220564178001128,-2990054502080.874,10030015382.19436,3000084517463.068,10030015382.19436,3000084517463.068,99.28999420515895,74.30067925991578,10192393.62937853,7627312.289906778
668,-46.80849003906249,-26.25,-51.77383490085727,102582.2982012418,102582.2982012237,-0.06091127421943552,-2990054731029.295,10030016009.52487,3000084747038.82,10030016009.52487,3000084747038.82,99.35301556536616,74.34515855609591,10191857.0173123,7626494.562907304
669,-46.908294921875,-17.5,-50.75028077073407,102530.560078968,102530.5600788779,-0.1359043245266179,-2990055275127.472,10030016869.6283,3000085291997.101,10030016869.6283,3000085291997.101,99.41632443374804,74.38980556929945,10191586.33326948,7626085.154762303
670,-46.95819736328125,-8.75,-50.23867931674786,102478.6150324891,102478.6150324171,-0.1214847214401167,-2990055729556.466,10030017364.74635,3000085746921.213,10030017364.74635,3000085746921.213,99.44839475569555,74.41243148041562,10191316.73903896,7625670.395268702
671,-47.0080998046875,0.0,-49.72728461776332,102442.7990008608,102442.7990008608,6.719814795635205e-12,-2990056751923.608,10030017932.12625,3000086769855.734,10030017932.12625,3000086769855.734,99.47545761695419,74.43155342601537,10191132.00039749,7625392.766782863
672,-46.95819736328125,0.0,-50.23858486201256,102477.1336156826,102477.1336156826,6.733727455667171e-12,-2990055729515.476,10030017364.82644,3000085746880.303,10030017364.82644,3000085746880.303,99.4438875348149,74.40924096671463,10191311.58946734,7625662.552959517
673,-46.908294921875,-8.75,-50.75015825787103,102530.0938826713,102530.0938825523,-0.1561498941204234,-2990055275127.953,10030016869.6319,3000085291997.585,10030016869.6319,3000085291997.585,99.41693851931173,74.39023870890362,10191583.63394379,7626081.047711366
674,-46.80849003906249,-17.5,-51.77375707374685,102582.0338590322,102582.0338589658,-0.1166773869329686,-2990054731029.464,10030016009.52494,3000084747038.989,10030016009.52494,3000084747038.989,99.3532650563208,74.34533457252498,10191855.60767459,7626492.420714583
675,-46.70868515625,-26.25,-52.79799880566384,102685.2395832615,102685.2395831304,-0.1640863201513307,-2990054502080.918,10030015382.19425,3000084517463.113,10030015382.19425,3000084517463.113,99.29011629793376,74.30076541277752,10192393.07138425,7627311.443370513
676,-46.50907539062499,-35.0,-54.84841387752719,102788.2656760417,102788.2656760395,-0.02096191417066713,-2990054225043.934,10030014484.73822,3000084239528.672,10030014484.73822,3000084239528.672,99.1643859726656,74.21206246234593,10192929.61988712,7628125.173070905
677,-46.309465625,-43.75000000000001,-56.90154283884824,102994.1344232131,102994.1344223623,-0.4186236877476995,-2990054049614.525,10030013945.62469,3000084063560.15,10030013945.62469,3000084063560.15,99.03912385787521,74.12364383319411,10193996.56533773,7629749.178293105
678,-45.91024609375,-52.5,-61.01600823598022,103199.8659811367,103199.8659811345,-0.02107649280014376,-2990053853025.849,10030013431.97913,3000083866457.828,10030013431.97913,3000083866457.828,98.78962033572026,73.94752779534896,10195059.93173033,7631363.951488151
679,-45.5110265625,-61.25,-65.1414622499497,103611.6081954099,103611.6081779196,-1.903787674371905,-2990053721886.997,10030013157.85999,3000083735044.856,10030013157.85999,3000083735044.856,98.5414837188782,73.77228557335741,10194667.65335177,7634576.803573309
680,-45.5110265625,-70.0,-65.14182997740149,103611.5079134161,103611.5078567707,3.426112591947502,-2990053721887.32,10030013157.86091,3000083735045.182,10030013157.86091,3000083735045.182,98.59073482561955,73.80706175119262,10194673.24204329,7634578.805416562
681,-44.7125875,-70.0,-73.42553625075034,104021.8490104916,104021.8485786689,9.478291190135538,-2990053558451.97,10030012909.93097,3000083571361.901,10030012909.93097,3000083571361.901,98.13079716948805,73.48219067190513,10194898.0434409,7637762.801847638
682,-44.7125875,-61.25,-73.42513996505852,104022.4242541902,104022.4242538733,-0.2567848645765077,-2990053558451.531,10030012909.92937,3000083571361.461,10030012909.92937,3000083571361.461,98.04933218032704,73.42461287970899,10194890.51722166,7637761.114148406
683,-45.5110265625,-52.5,-65.14142389608725,103611.4978554231,103611.4978420067,-1.667387466925867,-2990053721886.773,10030013157.85934,3000083735044.632,10030013157.85934,3000083735044.632,98.54158712573125,73.77235866413294,10194666.61071483,7634575.71207147
684,-45.91024609375,-43.75000000000001,-61.01600689047488,103199.8467923028,103199.8467923027,-0.004336153870351294,-2990053853025.734,10030013431.97886,3000083866457.713,10030013431.97886,3000083866457.713,98.78965208799335,73.9475502543289,10195059.76976417,7631363.710276947
685,-46.309465625,-35.0,-56.90153759853951,102994.1066778003,102994.106676877,-0.4361155972408458,-2990054049614.486,10030013945.6245,3000084063560.11,10030013945.6245,3000084063560.11,99.03916398268848,74.12367216597303,10193996.39550166,7629748.921963924
686,-46.50907539062499,-26.25,-54.84838125792525,102788.1577594631,102788.1577594413,-0.06690865720347872,-2990054225043.958,10030014484.73802,3000084239528.696,10030014484.73802,3000084239528.696,99.16449582323511,74.21213999107052,10192929.01035652,7628124.2483536
687,-46.70868515625,-17.5,-52.79791834443149,102684.976507141,102684.9765068999,-0.2225302710320571,-2990054502081.066,10030015382.19415,3000084517463.26,10030015382.19415,3000084517463.26,99.29038314313345,74.3009536849491,10192391.74726475,7627309.431181042
688,-46.80849003906249,-8.75,-51.77362990805073,102581.5679438595,102581.5679437681,-0.1368881774262968,-2990054731030.152,10030016009.52737,3000084747039.68,10030016009.52737,3000084747039.68,99.35381308483099,74.34572116799797,10191852.6632014,7626487.940944627
689,-46.908294921875,0.0,-50.7500564407804,102528.6348825274,102528.6348825274,6.678398766081311e-12,-2990055275047.027,10030016869.70276,3000085291916.73,10030016869.70276,3000085291916.73,99.4098086608584,74.3852240497951,10191578.77134788,7626073.642586638
690,-46.80849003906249,0.0,-51.77351357053049,102580.130587839,102580.130587839,5.342669950528711e-12,-2990054730980.664,10030016009.58244,3000084746990.246,10030016009.58244,3000084746990.246,99.34405329166226,74.33882056381897,10191847.65303263,7626480.309439046
