vertex_id,x_um,depth_um,potential_V,electric_field_mag_V_per_cm,Ex_V_per_cm,Ey_or_Ez_V_per_cm,net_doping_cm-3,donor_cm-3,acceptor_cm-3,phosphorus_like_cm-3,boron_like_cm-3,eMobility_cm2_per_Vs,hMobility_cm2_per_Vs,eVelocity_cm_per_s,hVelocity_cm_per_s
111,-48.25566083984375,-70.0,-36.99778465215691,102051.8411404283,102051.8411387821,-0.5796543399669172,-414971605238904.9,10029768004.19973,414981635006909.1,10029768004.19973,414981635006909.1,99.65633047301363,74.56206740984,10175863.58127269,7612524.906022682
112,-48.25566083984375,-61.25,-36.99755914591475,102051.1720245792,102051.1720244889,-0.1357236721678243,-414969514011610.3,10029768006.49012,414979543779616.8,10029768006.49012,414979543779616.8,99.71513366700546,74.60423737210688,10176600.75858486,7613101.305589339
113,-48.30556328125,-52.5,-36.48758088435277,102490.2168483171,102490.2168483169,-0.005503825743942009,-818063647827437.9,10029630360.89746,818073677457798.6,10029630360.89746,818073677457798.6,99.2363646402768,74.26390945718369,10171395.7613549,7610839.571014307
114,-48.35546572265625,-43.75000000000001,-35.97464683672744,103380.4458121975,103380.4458121975,-4.843925858716487e-05,-1583947470048010.0,10030041677.98338,1583957500089689.0,10030041677.98338,1583957500089689.0,98.31713348305531,73.60924307488875,10164673.06249187,7608975.345995993
115,-48.4053681640625,-35.0,-35.45579351457864,105114.9111922669,105114.9111922666,-0.007626531386290106,-3005850016158307.0,10033788551.39106,3005860049946858.0,10033788551.39106,3005860049946858.0,96.62582206299216,72.40318161968358,10156854.32533014,7609080.457470016
116,-48.45527060546875,-26.25,-34.92553562235366,108389.0413717965,108389.0413717934,-0.02563152024409894,-5574017439651808.0,10052594031.92178,5574027492245840.0,10052594031.92178,5574027492245840.0,93.66465982004767,70.28518340248505,10149968.87782858,7614358.605106424
117,-48.50517304687499,-17.5,-34.3739736261244,114368.5180257672,114368.5180257581,-0.04547370802768976,-1.001678315558379e+16,10128791809.00535,1.00167932843756e+16,10128791809.00535,1.00167932843756e+16,88.74424177956108,66.80119512002469,10140135.81932401,7630410.125189582
118,-48.55507548828125,-8.75,-33.78400295138626,124807.4490769706,124807.4490769461,0.07834964190972916,-1.713038337606451e+16,10394306423.87494,1.713039377037093e+16,10394306423.87494,1.713039377037093e+16,82.92437683150897,61.59189899465359,10334336.7204543,7665078.225122705
119,-48.6049779296875,0.0,-33.12847561263544,141842.2429388599,141842.2429388599,0.0,-2.711280160773034e+16,11202767707.7472,2.711281281049804e+16,11202767707.7472,2.711281281049804e+16,80.4613307844016,56.03045961023859,11442472.21362607,7728782.161440011
120,-48.65488037109375,0.0,-32.36852599646927,167128.100385949,167128.100385949,6.657425210802542e-16,-3.850601099654798e+16,13371092525.16258,3.85060243676405e+16,13371092525.16258,3.85060243676405e+16,75.24370578221792,48.38454361825828,11971137.29593697,7809015.951685769
121,-48.65488037109375,-8.75,-32.36832791997341,167130.0401963647,167130.0401963401,0.09085163252718835,-3.850572212802928e+16,13371368746.55148,3.850573549939802e+16,13371368746.55148,3.850573549939802e+16,72.34395529768203,47.06835558577114,11965518.59715847,7806140.651152498
122,-48.65488037109375,-17.5,-32.36836906132344,167130.506854593,167130.5068545884,-0.03908001772856154,-3.850571854763804e+16,13371374048.71971,3.850573191901209e+16,13371374048.71971,3.850573191901209e+16,72.3434573576316,47.0682805677715,11965477.2401126,7806153.131068862
123,-48.6049779296875,-26.25,-33.12835869712382,141845.0147016182,141845.0147016165,-0.02235294603270641,-2.711268167789038e+16,11202922722.19533,2.711269288081311e+16,11202922722.19533,2.711269288081311e+16,80.56682582205563,54.75288423299872,11435805.47719651,7724688.456722267
124,-48.55507548828125,-35.0,-33.78409015482054,124808.2997162008,124808.2997162007,-0.006635525962676981,-1.713038812880623e+16,10394307668.8102,1.713039852311389e+16,10394307668.8102,1.713039852311389e+16,82.92420421687318,61.5914289701596,10334412.21137279,7665083.383008129
125,-48.50517304687499,-43.75000000000001,-34.37401780765921,114368.9125332112,114368.9125332112,3.841676576176636e-05,-1.001678413769706e+16,10128791901.44247,1.001679426648897e+16,10128791901.44247,1.001679426648897e+16,88.7439208133066,66.80097742560883,10140136.09718032,7630413.023234765
126,-48.45527060546875,-52.5,-34.92554763446046,108389.1545479642,108389.1545479641,-0.004775104562391267,-5574017671697054.0,10052594040.86221,5574027724291096.0,10052594040.86221,5574027724291096.0,93.66453353150939,70.28509341739606,10149969.68879644,7614359.705225765
127,-48.4053681640625,-61.25,-35.45580311803306,105115.0083710683,105115.0083709889,-0.1292351081726725,-3005849959582016.0,10033788550.23842,3005859993370566.0,10033788550.23842,3005859993370566.0,96.6257762391601,72.40296727367475,10156866.1306981,7609075.37153527
128,-48.35546572265625,-70.0,-35.9748746684818,103381.2130929717,103381.2130805746,-1.601012916714522,-1583956002083411.0,10030041661.92787,1583966032125073.0,10030041661.92787,1583966032125073.0,98.10527877837308,73.45679505119345,10162971.42309268,7607565.338991159
129,-48.4053681640625,-70.0,-35.45601855920248,105115.7002427124,105115.7002041076,-2.848847572784503,-3005866964957742.0,10033788501.24135,3005876998746242.0,10033788501.24135,3005876998746242.0,96.24623032402955,72.1299855866665,10154358.55947012,7606964.920650312
130,-48.45527060546875,-61.25,-34.92555674875355,108389.2403807631,108389.2403806887,-0.1270585930572669,-5574017511243466.0,10052594033.7843,5574027563837499.0,10052594033.7843,5574027563837499.0,93.66455270422732,70.28488129206727,10149983.33539513,7614351.978539057
131,-48.50517304687499,-52.5,-34.37401688651821,114368.9093068723,114368.9093068722,-0.004539655705710998,-1.001678414484834e+16,10128791901.72619,1.001679427364024e+16,10128791901.72619,1.001679427364024e+16,88.74390919005157,66.80096965871962,10140136.06776146,7630413.095223279
132,-48.55507548828125,-43.75000000000001,-33.78409097914374,124808.3114121362,124808.3114121362,6.251318861180136e-05,-1.713038821579793e+16,10394307691.60467,1.713039861010562e+16,10394307691.60467,1.713039861010562e+16,82.92423699685054,61.59141881016511,10334417.88509437,7665083.506813478
133,-48.6049779296875,-35.0,-33.12836915141704,141845.1181346832,141845.1181346831,-0.006307291520168621,-2.711268175277199e+16,11202922864.46132,2.711269295569485e+16,11202922864.46132,2.711269295569485e+16,80.56685217000569,54.75284469688117,11435818.43268341,7724689.010807117
134,-48.65488037109375,-26.25,-32.36839667708094,167130.7876663649,167130.7876663635,-0.02125723936483071,-3.850571787688002e+16,13371374973.99518,3.8505731248255e+16,13371374973.99518,3.8505731248255e+16,72.34331212096424,47.0682090867438,11965473.25757262,7806154.177700143
135,-48.7047828125,-17.5,-31.46028561456505,200439.187235839,200439.1872358356,-0.03696260832754433,-4.790199417521126e+16,18549830711.03102,4.790201272504198e+16,18549830711.03102,4.790201272504198e+16,57.06150070349601,39.71546755766754,11316092.99716656,7895446.831308697
136,-48.7047828125,-8.75,-31.4602467926239,200438.7262485522,200438.7262485292,0.09602715163180833,-4.790200273497767e+16,18549820364.55645,4.790202128479804e+16,18549820364.55645,4.790202128479804e+16,57.06181366850645,39.71551234823266,11316125.18693675,7895436.840192203
137,-48.75468525390625,-8.75,-30.36785156149833,238822.2285536713,238822.2285536503,0.1000280148783805,-5.165537083900082e+16,29808807425.13053,5.165540064780824e+16,29808807425.13053,5.165540064780824e+16,46.03679928468971,33.62477266070982,10907441.84363441,7977276.080021695
138,-48.75468525390625,0.0,-30.36806272559936,238820.8984287985,238820.8984287985,-1.008124389064324e-14,-5.165597609776274e+16,29808195300.54702,5.165600590595804e+16,29808195300.54702,5.165600590595804e+16,47.49445026022602,34.50862555049923,10907646.54035416,7977339.096869771
139,-48.8045876953125,0.0,-29.07689884837214,277422.7952240467,277422.7952240467,-6.91557026999724e-15,-4.846629470057216e+16,52881814075.24948,4.846634758238622e+16,52881814075.24948,4.846634758238622e+16,39.79481752578616,29.73425768727687,10726330.16988139,8042788.68421887
140,-48.8045876953125,-8.75,-29.07668433922837,277423.6549114423,277423.6549114233,0.1027340977755079,-4.846570372917557e+16,52882828979.56611,4.846575661200454e+16,52882828979.56611,4.846575661200454e+16,38.86211895815342,29.11660381509184,10727513.58790718,8043602.939519357
141,-48.75468525390625,-17.5,-30.36788810200133,238822.6814336014,238822.6814335988,-0.03486960862743985,-5.16553610292079e+16,29808826785.51861,5.165539083803467e+16,29808826785.51861,5.165539083803467e+16,46.03666000130393,33.62474019232293,10907429.9039239,7977282.426875991
142,-48.7047828125,-26.25,-31.4603118293721,200439.4675606909,200439.4675606898,-0.02016346387103449,-4.790199263390077e+16,18549832502.73382,4.790201118373327e+16,18549832502.73382,4.790201118373327e+16,57.06138517034584,39.71541687600387,11316085.86793186,7895447.57353421
143,-48.65488037109375,-35.0,-32.36840661551887,167130.8908643535,167130.8908643534,-0.005980685479138823,-3.850571765381984e+16,13371375277.2737,3.850573102519512e+16,13371375277.2737,3.850573102519512e+16,72.34326374050052,47.06818014450668,11965473.02282782,7806154.590260869
144,-48.6049779296875,-43.75000000000001,-33.12836991820673,141845.1294759618,141845.1294759618,8.414122086203139e-05,-2.711268178203439e+16,11202922919.78654,2.711269298495731e+16,11202922919.78654,2.711269298495731e+16,80.56687471932455,54.75283699911962,11435823.39590565,7724689.107304403
145,-48.55507548828125,-52.5,-33.78409007538966,124808.3076705693,124808.3076705693,-0.004308223864722282,-1.713038822267098e+16,10394307692.3618,1.713039861697868e+16,10394307692.3618,1.713039861697868e+16,82.92424637839133,61.59141225195073,10334420.25250554,7665083.56887875
146,-48.50517304687499,-61.25,-34.37402557463863,114368.9942522516,114368.9942521834,-0.1248671524902886,-1.001678392373572e+16,10128791878.39197,1.001679405252759e+16,10128791878.39197,1.001679405252759e+16,88.74391207168674,66.80074895776082,10140147.81469225,7630403.590671992
147,-48.45527060546875,-70.0,-34.92576880256119,108389.9509245464,108389.9508042932,-5.105729879868331,-5574050054551007.0,10052593876.48716,5574060107144883.0,10052593876.48716,5574060107144883.0,93.01898082887882,69.81920512239485,10146458.1055334,7611324.816901804
