tcad_x_um,tcad_lateral_um,electric_field_V_per_cm,electron_velocity_cm_per_s,hole_velocity_cm_per_s,electron_active_drift_ps,hole_active_drift_ps,electron_full_contact_drift_ps,hole_full_contact_drift_ps,electron_multiplication_to_cathode,hole_multiplication_to_anode
-46.95819736328125,43.75000000000001,102479.4774982051,10191322.385238415,7625678.570290809,176.04965753064064,592.1488969571228,176.04965753064064,14554.909765547369,9.868367625131533,1.00000000045796
-46.908294921875,43.75000000000001,102530.9559272098,10193206.853922574,7627226.887955727,176.5392684630027,591.4945633672756,176.5392684630027,14554.255431957521,9.868367625720099,1.00000000045796
-46.80849003906249,43.75000000000001,102582.429630979,10191859.057286577,7626496.643679948,177.51846454393288,590.185966383277,177.51846454393288,14552.946834973523,9.868367626924186,1.00000000045796
-46.70868515625,43.75000000000001,102685.3723280248,10195626.083733251,7629590.13310388,178.49754446016124,588.8775720567849,178.49754446016124,14551.638440647032,9.86836762817003,1.00000000045796
-46.50907539062499,43.75000000000001,102788.2915044174,10192934.262051383,7628128.602996432,180.45560099499303,586.2610633780101,180.45560099499303,14549.021931968256,9.868367630776786,1.00000000045796
-46.309465625,43.75000000000001,102994.1344232131,10200448.835775249,7634300.536894364,182.41319470830814,583.6453618217579,182.41319470830814,14546.406230412003,9.868367633567617,1.00000000045796
-45.91024609375,43.75000000000001,103199.8467923029,10195076.960145824,7631375.856912859,186.32797055610084,578.4150721758266,186.32797055610084,14541.175940766072,9.868367639673428,1.00000000045796
-45.5110265625,43.75000000000001,103611.4740439115,10210042.180629402,7643665.006188458,190.2409077286737,573.1879858036594,190.2409077286737,14535.948854393906,9.86836764667283,1.00000000045796
-44.7125875,43.75000000000001,104022.2920998078,10199331.642964616,7637807.396006436,198.06514858281272,562.7382181529977,198.06514858281272,14525.499086743244,9.868367663387225,1.00000000045796
-43.9141484375,43.75000000000001,104570.17219779,10202098.887021847,7642010.461853723,205.89243379221236,552.2873197150519,205.89243379221236,14515.048188305298,9.868367683912165,1.00000000045796
-43.115709375,43.75000000000001,105393.5462351499,10231678.002981264,7666278.253117806,213.7073447592301,541.8558327746526,213.7073447592301,14504.6167013649,9.86836771142102,1.0000000004579597
-41.51883125000001,43.75000000000001,106211.5322692028,10210393.164466653,7654476.967004658,229.33080916440605,521.0098751239057,229.33080916440605,14483.77074371415,9.868367788703708,1.0000000004579597
-39.921953125,43.75000000000001,107304.1882232086,10215654.861001816,7662483.462236082,244.96651342762945,500.1587595425399,244.96651342762945,14462.919628132786,9.868367902813482,1.0000000004579594
-38.325075,43.75000000000001,108395.6518921388,10220803.020405961,7670321.036323645,260.5942531817769,479.3291905958304,260.5942531817769,14442.090059186075,9.868368075902698,1.0000000004579588
-36.72819687499999,43.75000000000001,109485.9509005696,10225843.045469098,7677992.554671377,276.2142058809362,458.52066965341135,276.2142058809362,14421.281538243657,9.868368335170954,1.0000000004579577
-35.13131875,43.75000000000001,111134.8789413381,10282816.15405342,7724580.189609164,291.7870469247559,437.78526705736255,291.7870469247559,14400.546135647608,9.86836877046832,1.0000000004579543
-31.9375625,43.75000000000001,112748.7700034981,10240984.954753267,7700508.2661089245,322.9096396701579,396.37527401662055,322.9096396701579,14359.136142606867,9.868370331477454,1.0000000004579352
-28.74380625,43.75000000000001,114918.4930558605,10250146.737305984,7714482.764231378,354.08172851766756,354.93822266233377,354.08172851766756,14317.69909125258,9.868373334148176,1.0000000004578706
-25.55005,43.75000000000001,117084.1816596051,10258951.641185008,7727913.937278132,385.2265090410333,313.574712479901,385.2265090410333,14276.335581070147,9.868379190584623,1.0000000004576561
