event_id,primary_charge_fC,preirradiation_full_collection_charge_fC,effective_electron_multiplication,primary_electron_induced_charge_fC,primary_hole_induced_charge_fC,primary_charge_weighted_electron_active_drift_ps,primary_charge_weighted_hole_active_drift_ps,gain_charge_weighted_electron_active_drift_ps,primary_charge_weighted_electron_full_contact_drift_ps,primary_charge_weighted_hole_full_contact_drift_ps,max_electron_drift_ps,max_hole_drift_ps
4264,0.8215193962476124,7.943781718096325,9.669621623519168,0.47784273638443503,0.3436766598631771,573.0738204269262,248.12888043291127,581.8874749425673,573.0738204269262,14151.825304020978,1643.4094411399233,625.2434756209037
4265,0.5754434961934034,5.5976866105180605,9.727604269658316,0.31103490345547996,0.26440859273792333,443.9631850891895,274.02554382422096,448.2916011606949,443.9631850891895,14364.271896413107,5821.551514728952,625.2434733219214
4266,0.4268158482716404,4.123588895781053,9.661283460956815,0.2364570961456127,0.19035875212602751,557.4644092603882,265.6427587866385,566.3153981929318,557.4644092603882,14180.786777366488,5821.551514728952,625.2434722745219
4267,0.7883124396887724,7.708692485976561,9.77872744088622,0.4528519098022047,0.33546052988656766,515.0981104862148,251.8901569844584,518.5099461615997,515.0981104862148,14253.197511570188,5821.551514728952,625.2434756676357
4268,1.135381633261507,10.877081637473452,9.580110615518638,0.48242305680979203,0.6529585764517147,453.5581854910197,351.00320070775143,462.8306634408198,453.5581854910197,14330.99896593672,5821.551514728952,625.2434759577155
4269,0.8777497034729952,8.484605175966816,9.666315058148982,0.4289315637854275,0.4488181396875678,435.5131623151504,308.4887787765748,441.57983284022373,435.5131623151504,14369.641265247832,5821.551514728952,625.2434746811106
4270,0.7923386218953488,7.819537313616087,9.868933682559883,0.3753825737199768,0.41695604817537174,476.3499319065782,318.35300348243277,476.35903958805767,476.3499319065782,14300.560494456206,5821.551514728952,612.9907410872567
4271,0.4062084639842645,3.953431432647377,9.732518603552592,0.21928381464326308,0.1869246493410015,608.5584464898676,275.39682089466254,615.0564741433005,608.5584464898676,14094.662212347162,5821.551514728952,625.2434741882006
4272,0.783068389160185,7.668013638643787,9.792265585982188,0.46099567505676164,0.3220727141034231,479.29210328247655,242.30808385781927,481.9078060034798,479.29210328247655,14314.841084866815,5821.551514728952,625.243474530925
4273,0.6873236402797112,6.705568875381271,9.75605738317453,0.39099641558080706,0.2963272246989039,462.1027119528785,255.50019067680668,465.76269309064855,462.1027119528785,14338.533220006999,5821.551514728952,625.2434753430188
4274,0.5543570998842733,5.4709544886505475,9.8690077024226,0.3041141845286282,0.2502429153556452,438.4715013142321,268.7876255093063,438.4756503638005,438.4715013142321,14374.734214626162,5821.551514728952,612.9907556298801
