event_id,primary_charge_fC,preirradiation_reference_charge_fC,acceptor_sqrt_no_trapping_charge_fC,acceptor_direct_no_trapping_charge_fC,hybrid_sqrt_nominal_trapping_charge_fC,hybrid_direct_nominal_trapping_charge_fC,hybrid_direct_strong_trapping_charge_fC
56,0.4704487813662836,4.508964788567925,3.075680952258568,2.2383632473328303,1.9470767862717493,1.4329633987221424,1.2181741310905811
57,0.5912373437392062,5.756603275281015,3.923011969988644,2.8519263412189884,2.462496078458646,1.80484909715694,1.528774162449395
58,0.48798855259202717,4.766485332971152,3.2476491158265146,2.360441497638496,2.054857783817978,1.5101119703599089,1.2829859959323897
59,0.5375053385922195,5.190680550248729,3.5390830496330254,2.574267307050743,2.2255807350586894,1.6331835042733578,1.3871487559053075
60,0.9648035435152322,9.441231783267952,6.432086379474773,4.674351939757324,4.066378370387613,2.9871287593136544,2.5374368882914276
61,0.6340644706798857,6.1984370559567585,4.223102696658748,3.069242811696136,2.6734480509709515,1.9649776452627274,1.6701018596043125
62,0.790309573584538,7.766223600270978,5.289623528370745,3.84299835738927,3.3484681544097255,2.460239752255609,2.0926985698804894
63,1.9524506037548384,19.15367673351959,13.04702184632485,9.479980803885345,8.314796609726386,6.124632059262473,5.224173596209284
64,0.7214484460795472,7.119952783637693,4.848221345003341,3.521292230639149,3.060656124092865,2.245921146035527,1.9070377415596622
65,0.485256256285887,4.784801411017703,3.258304629274341,2.366666279987661,2.0625431524936535,1.5150768687014733,1.2875390841093974
66,0.5158371527308958,4.792779193824858,3.2755247063102337,2.3890001908547758,2.0665880984936447,1.5222617102234632,1.2934867886906913
67,0.5965078694674478,5.85153276795078,3.9859296191268014,2.896187838454877,2.5087464273236773,1.839644561505826,1.560758168661969
68,2.517462527968091,24.844524562508635,16.917520452533175,12.287312879282513,10.515858881930974,7.672909679669975,6.455039486705332
69,0.6958893689842722,6.718281774139461,4.580705081062657,3.3319914361528644,2.8920713689390944,2.125360718522286,1.8065693455422795
