event_id,primary_charge_fC,preirradiation_reference_charge_fC,acceptor_sqrt_no_trapping_charge_fC,acceptor_direct_no_trapping_charge_fC,hybrid_sqrt_nominal_trapping_charge_fC,hybrid_direct_nominal_trapping_charge_fC,hybrid_direct_strong_trapping_charge_fC
2052,0.42007158970169334,4.053607648318872,2.763934448252707,2.010541139793669,1.7470309179768957,1.2844471416330427,1.0912594011304455
2053,0.7739029821592975,7.557738229824179,5.149532371298981,3.742809418600057,3.24002545351982,2.3762970275599336,2.0124025831635226
2054,0.6452424987632133,6.30061648218795,4.29300550453022,3.120285225871385,2.7234199300926454,2.0033692354622774,1.705005573104137
2055,0.8720707872417727,7.888207772477799,5.400170889665099,3.9461994749737905,3.415295933910935,2.5225569351945607,2.1432910544587433
2056,1.1155662602506908,9.680207647642279,6.644919559894331,4.8707042233382385,4.170064421168822,3.080695533393464,2.606508867008844
2057,0.534800410009114,5.274032789732622,3.59142587209334,2.6086038689907283,2.2606851385059517,1.6572320568215548,1.4054711296920257
2058,1.1535680362647251,11.169181390700905,7.614125628608246,5.537389973374176,4.812476079582494,3.537359601881842,3.003278881280491
2059,0.6754868776217877,6.641039982585694,4.523129056135222,3.2860226391865024,2.8633804372496043,2.103796629379123,1.788011260731176
2060,0.6980247695717651,6.830184740996583,4.653260560679061,3.3816515522508808,2.9408042231957787,2.1600358108297937,1.8351143717929563
2061,0.7988400222354499,7.762261610746429,5.29046641397471,3.8465607552837637,3.324228333397644,2.437669712564054,2.0673692243267725
2062,0.7283170005472972,7.099710477557619,4.837960754788957,3.5167799169868466,2.9703620093738783,2.1591564748801546,1.8282542273513118
2063,0.9775249456303974,9.591331037596866,6.533310865127726,4.747051576985474,4.1115218817274615,3.0147580026935565,2.556784519533202
2064,0.5372759735194056,5.2300655445700395,3.5642291422760564,2.5911373532790383,2.235067249240156,1.6375885227374682,1.3889047237519658
2065,0.6685702411656778,6.520671830251658,4.443256798304368,3.229753717379192,2.79193883152222,2.0468474801901193,1.7358236477876166
2066,0.7159527999582482,7.037480376327613,4.793196804836894,3.4822723959924713,3.028123329211376,2.223215246074126,1.8881265950249604
2067,0.6467290945706579,6.243197100628333,4.256791424275744,3.0963902178200415,2.6837444896948024,1.9712577100405289,1.6723370955551429
2068,0.6432063640058795,6.234268361484496,4.249680877402715,3.090364497090294,2.693120400995389,1.9812997050469132,1.685145350504193
2069,1.2589069760791538,12.345908299791656,8.409899511955542,6.110779562506244,5.247683915644971,3.8360233964982675,3.2347918171386523
2070,0.5846210138573513,5.726828716508811,3.9013139443404583,2.8349796741118642,2.4613446445807536,1.8066149988407922,1.5327227406744233
2071,0.47861903103444553,4.291470802331588,2.939542046892417,2.1494554523783838,1.8479455136442402,1.3628320457339749,1.1566959933989605
2072,0.6715724567011817,6.585065872015521,4.485709365867547,3.259424157565511,2.8266568398217053,2.073717257749007,1.7610339141283298
2073,0.8455168514030562,8.308186718036453,5.658785658938646,4.111221793668025,3.58695618336839,2.6367513843292785,2.2425535246791544
2074,0.6971575955292403,6.784455180131369,4.623612929225653,3.3613614630701725,2.899747444313678,2.1247245662626937,1.7976403717030875
2075,3.0085072376907616,29.649723859778618,20.19111377259506,14.666276046017973,12.784344759079124,9.392092305471628,7.988471283788062
2076,1.1391060382959501,11.220298262378572,7.641139737385252,5.5505195583112,4.796239541617457,3.5125979610196163,2.9801647791997414
2077,1.059716951204054,10.118133277075938,6.903437086852494,5.025386820221022,4.390702809721353,3.2375792357737074,2.7580621467850857
2078,0.5566073895714659,5.477642382980261,3.7305386849771973,2.7100316098880564,2.364131452926715,1.737539722798718,1.4786962819809268
2079,0.5554219913990472,5.45636416843447,3.7164334278040987,2.700107021003745,2.3443905303647257,1.7203657319316357,1.4596042016331514
2080,0.6487890846751612,6.377820702710031,4.3438836423651725,3.155826967050033,2.7506673807284274,2.0212001324155784,1.7188556151961476
2081,1.2811911754137364,12.610753336743734,8.588437143943047,6.238948997603869,5.370071812483947,3.9274852008838628,3.3161178305143624
2082,0.7260739190042708,7.102897740134331,4.83912430932123,3.516782473909672,3.037343057434758,2.225424670334478,1.8836568688925708
2083,0.6725321785410059,6.516382674022801,4.442078082121738,3.2303493355037878,2.8072924133586254,2.063290504597251,1.7518334126828017
2084,0.5497546327308855,5.416310938202541,3.688521737676961,2.679303049171573,2.330176436441219,1.7105157798796422,1.4527862094684814
2085,0.5660602998726655,5.50460708178892,3.751558333941105,2.727515390130879,2.3608758215623094,1.7321130663338897,1.4705529181677683
2086,0.9261578502888786,8.356493304592025,5.7216623550833186,4.181887388223631,3.606178214258829,2.660755802083929,2.256312997391042
2087,0.4587017416986905,3.9603948311491366,2.719497780290694,1.9941348940221186,1.7107591060090566,1.2653860192103368,1.0735641183719065
2088,0.6818783797728033,6.7017163613251824,4.564538377519018,3.316177031467059,2.8883364403778553,2.1218421017674234,1.8033752816473478
2089,0.5174035218916103,5.0526860199200465,3.4426952477394583,2.5022406315492023,2.1639406763933073,1.5865011859617735,1.3452449807308808
2090,3.2314101624949028,31.884845773779453,21.711750059809475,15.769581561523683,13.45676432171772,9.808270616199527,8.237107689025349
2091,0.5644037357426369,5.396953736134529,3.6819179808786866,2.6799895805382645,2.3251556051433857,1.709971188361683,1.4524209176229488
2092,1.294884191763338,12.757056227671791,8.68761166287027,6.310606490952421,5.4598563881440585,4.000374311431781,3.385801723628091
2093,0.6293354198489296,6.022712123562631,4.1086157823047,2.9904030067135783,2.5947627663482944,1.9081796990846116,1.6206799025918575
2094,0.5928787168328145,5.6950109552173425,3.8841899467418486,2.826330154033165,2.4539079133234,1.8043816005074407,1.5328742468010463
2095,2.047585683394332,20.105298995993387,13.694488101783056,9.949806154381355,8.705985930625282,6.406749798634662,5.458188060663177
2096,0.6997430792109259,6.829413559340403,4.653446206407129,3.3823790967647525,2.9408683097987973,2.1604326230641506,1.8346129051519693
2097,0.5885316125288039,5.739410514632375,3.9109215893971494,2.842826143391894,2.4690797677793532,1.8132687597643993,1.5401997026305692
2098,0.529381691539507,5.047444158744825,3.4440787217245346,2.5073743762721223,2.157499660731709,1.5823628378511674,1.340105144181344
2099,0.7317320867047272,7.10192939606818,4.840742931825088,3.5198575260098908,3.0526425895380256,2.2416184504591246,1.9015681130013116
2100,1.03738476447006,10.170936068692102,6.928431669911242,5.034403299922179,4.351922417504546,3.188988281874545,2.701688475131926
2101,0.5398425732218528,5.006452964902458,3.421954380858109,2.496129879126595,2.164762056140903,1.5963054617467722,1.3561677991241008
2102,0.5201383357949161,5.033189573455644,3.431284573927581,2.495507796018466,2.16490853605979,1.590341240308025,1.350799984426252
2103,0.6232695378863752,5.8983791847435345,4.026546403869883,2.932954947473471,2.53782204797063,1.8663564790845784,1.5825973777362425
2104,3.028114064956422,29.86417785659065,20.336355089877276,14.771090255689998,12.928545241991019,9.511470527321551,8.107960511643522
2105,0.7461871520318425,7.302617318703455,4.975073479433444,3.615483371609963,3.1584971386299734,2.323708297922449,1.977664916559687
2106,0.5734091302716958,5.629793646468043,3.8346898295721403,2.7861332117211455,2.424335510331179,1.7805213503756443,1.513266017990994
2107,0.6780226225317157,6.6789784377410175,4.548445195024686,3.3039783080251723,2.88651364830416,2.122410508357957,1.8060889564297962
2108,0.5479545710516471,5.386070965988749,3.6684307977883424,2.6651281164869727,2.3204267974339654,1.7043985715773275,1.4491148342190958
2109,0.47378473568285856,4.620797496439154,3.1486655419658454,2.2887330636963963,1.9840222756513226,1.456023408540262,1.2358481721010968
2110,1.1056126914866278,10.894003259949294,7.418800430440986,5.388899078372261,4.691349283813027,3.444989085747438,2.926414843501098
2111,0.5638959845853849,5.383325816265014,3.672981794102931,2.673786326339027,2.3151141335230605,1.7016077384506665,1.444475844897393
2112,0.38838617413227083,3.7001554744833967,2.5248922897396278,1.8382866364769588,1.5909614659611175,1.169385335081306,0.9930798002579323
2113,0.5383675478124613,5.175851086230732,3.5299251029906444,2.5683981374418554,2.232344001508317,1.6419660808000562,1.3945989417934144
2114,0.6724741166210957,6.435293442419607,4.390089612250737,3.195281587710253,2.772141041627921,2.0385284624819375,1.7314417234633
2115,0.9251004611695813,9.092254234144594,6.192727567597285,4.499066806074721,3.8844399255905833,2.844531577293419,2.410611381723425
2116,2.1735712391762605,21.445145374242053,14.602946812967408,10.606389373717793,9.232963283407969,6.779075503992942,5.765739426175308
2117,0.9214132147831701,9.05190267900882,6.165420117883991,4.4793707330586985,3.9079159799493635,2.872681014072177,2.443106527120742
2118,0.5659044729462928,5.499589405969564,3.7482832409956885,2.725254018238233,2.3728388950626584,1.7446985649071762,1.4827475742589136
2119,0.5448963818007152,4.809339125709223,3.2976406284326303,2.414100098420735,2.065654753251262,1.5231605336258418,1.2927714841401095
2120,0.45467701564458946,4.403378821979548,3.001774854596155,2.1830101784648392,1.8871927791897092,1.38447095813622,1.1756036788715747
2121,0.8968997085230416,8.85142149192885,6.027244314821397,4.37762744521258,3.812518732120832,2.7996533498668787,2.376910886211766
2122,0.5518033522063639,5.206900129256249,3.5551386885291727,2.590105863709446,2.2431242674696588,1.6505937480339343,1.4020963779102802
2123,0.5274038567976813,5.1603005292707405,3.5156162410225806,2.5549054390620047,2.2255300363976143,1.6356532404657464,1.3907185488499494
2124,0.7759418740351441,6.5411559992829424,4.498898372012958,3.304922832892381,2.849445938646658,2.116344505570482,1.7988180540797938
2125,0.5744993759780249,5.617029426661278,3.8269403416933985,2.7812906783729883,2.3867175574194315,1.744688268263266,1.4795218535069006
2126,0.8937548962625859,8.80817419859983,5.998283206037474,4.357000052325788,3.778108794899544,2.7703603174284526,2.3477047603966357
2127,0.5995082608560496,5.810395787213654,3.9607561650731573,2.880270276250906,2.500442934296851,1.8370241898927218,1.5612022593052877
2128,1.1812136267254059,11.584219336493833,7.891024945038038,5.733743138007609,4.960131003491432,3.6355591574089825,3.0877051776552875
2129,0.41672085444064566,3.9545808556928765,2.699149286229315,1.96569298798149,1.705698602789682,1.2553561581550297,1.06584531629992
2130,0.9101992730574325,8.914202726468188,6.0727198708204595,4.41293638939636,3.6610594840820934,2.6419517982188685,2.2299189132035315
2131,0.7891316051355338,7.636472261538444,5.206013779506797,3.7862244174112827,3.2872896306359474,2.415538425068012,2.0500911395857915
2132,0.38878211410954705,3.813406911576483,2.59762244934895,1.8874540326152598,1.63977420021263,1.2037305235650062,1.0219460272867316
2133,0.8409713121738794,8.285560812919192,5.6424849505864625,4.098637942255304,3.558556523155824,2.6106338758763954,2.2162029941651786
2134,0.7851625770634644,7.7123211440898185,5.253045034682167,3.8165355216918955,3.319653548512348,2.437636164181851,2.0720284129789457
2135,0.9430388283230593,9.249058724518198,6.3003152131814195,4.577886112054979,3.9958543273436185,2.9382822077226645,2.5005933958524764
2136,0.8561587756261769,8.3515693626693,5.690791063540754,4.136525122036592,3.561495939757442,2.6071760637061816,2.207353802346174
2137,0.8357626581393531,8.139955858115162,5.547112365178157,4.032516702847091,3.4924919804313856,2.5625296709514376,2.175872673373009
2138,0.7002538739879702,6.852331956129362,4.668334759788182,3.392594760211934,2.9590160304871334,2.175711187986673,1.8514775607411518
2139,0.4788563471887418,4.653051340546818,3.1713414632007026,2.305797553868379,2.0035665124879642,1.4721222246635717,1.2502038940116897
2140,0.9147460786973113,8.845906816790169,6.030775854707985,4.3862671207155755,3.7868146783834744,2.7770856932726886,2.35153838689853
2141,1.4198222876579747,14.012083446452603,9.541322131314976,6.929926346588624,5.994712635385246,4.39131463501313,3.715919583701065
2142,0.48077848345751356,4.640215444977485,3.1638776139663434,2.301440514546024,2.001345142483903,1.4718084372540678,1.2514501524658104
2143,0.6000216610130722,5.788881292118114,3.9471721943897524,2.871292964815241,2.4836867005715857,1.823096446549926,1.5459192891804288
2144,0.8518980460490525,8.272893924994774,5.638696210357728,4.099917397521732,3.539388295558501,2.5945775224210124,2.1960519966394147
2145,0.6659536815200231,6.5563443171166265,4.46508194532886,3.2435495332565147,2.807206998019655,2.057185634599972,1.742237990221441
2146,0.6479783971927887,6.2725771116951154,4.2761230297385415,3.1098653254670743,2.6987711763793927,1.982688504894963,1.6826110607343598
2147,0.5935769283654226,5.736916348944585,3.911320830839122,2.8448647983987327,2.4727494460938697,1.8179450385766467,1.5442031015812445
2148,0.5158925387305509,5.001824146248344,3.4095050636977846,2.4793373000157537,2.1512263152127766,1.5801029563114406,1.3419706232010864
2149,0.6350108800709974,6.196002480396781,4.221917930231091,3.068776416622626,2.660226312861738,1.9521969872137643,1.6551553707098894
2150,0.5035809868541989,4.968141539912453,3.3830485354931676,2.457185763610129,2.142715656883645,1.5742355640505423,1.3377860921106377
2151,0.5042131602826447,4.976056055072509,3.388369089665009,2.460993358107377,2.138103993778724,1.5686949438816566,1.3322134058622515
2152,0.5763981388088573,5.676092429578515,3.865543688108142,2.807981354580319,2.4513574628914974,1.8020137900038689,1.5341074592613466
2153,0.4397672851930398,4.33417701024458,2.9515237546979063,2.143904652860964,1.8657045477445835,1.3698261138084589,1.1644486071069875
2154,0.5088853389277795,4.860205648700926,3.315980722693844,2.413834251109082,2.0958153309965057,1.541897056086265,1.3110299585201701
2155,0.520990031120415,5.10863262115973,3.479966380635111,2.5286233745103157,2.1866001094066827,1.602475143056786,1.359432266149874
2156,0.4764703595736673,4.5759190831353145,3.1209693159710676,2.271004157510838,1.9694329944823656,1.4475540655049761,1.2283957502634886
2157,1.1576045671649444,11.403235621154181,7.765692709382614,5.640970410730469,4.913957377404001,3.6093770822121383,3.0687638270561344
2158,0.5000751200898377,4.935228872417189,3.360567194824837,2.440799914597102,2.1189130403563268,1.5541755824798842,1.3195046468259968
2159,0.5864043298463198,5.52485753027207,3.7725917210826347,2.748830525685685,2.382949358077628,1.7543595967398238,1.4897876091560818
2160,0.7316106875884123,7.202720566765114,4.905284246127371,3.563323636667342,3.086118321730728,2.262153999879377,1.9182737464709856
2161,0.464565464876592,4.550686966721211,3.100085999164203,2.2527506331441214,1.9519227815735776,1.431658546334532,1.215127233927918
2162,0.5842464881755368,5.732272237465421,3.904645285350584,2.8370894069068253,2.4475395764857635,1.7920598633533167,1.5204554728172972
2163,0.571617860413903,5.592696154770464,3.81020792616568,2.76900132872456,2.4077525501656187,1.7684513053408533,1.5033888572298122
2164,0.7639002436759307,7.462374068959512,5.08445726481756,3.6954309977817603,3.2148906340439414,2.362027979676808,2.008099772206651
2165,0.7852038853722549,7.575207879072877,5.165192517557876,3.7573249105742543,3.249642527014826,2.385211283882278,2.0239696654193096
2166,0.6762713020614426,6.551506280982181,4.4660653895037505,3.247830489567014,2.824322064127621,2.076325374615603,1.7648701835567606
2167,0.642224232003572,6.230570590963869,4.246923963911568,3.088162372728741,2.6825055192558485,1.971025464007912,1.67437100889536
2168,0.38962829877085464,3.7177020937364924,2.536626883610088,1.8466320322275462,1.6033232489709635,1.1796661492267198,1.0022229557568807
2169,0.6383312219462084,6.127924756451024,4.179606554582519,3.0414178523098405,2.645203009970334,1.9463547157121055,1.6539938749369187
2170,0.620668419283898,6.061227868097749,4.129870766249422,3.0016941941933193,2.6073329766243973,1.9146321340373984,1.6265313112534046
2171,0.6658448376009475,6.4924114349648745,4.424067778460509,3.2158621016381783,2.802009266869915,2.060170524237542,1.7514699024810103
2172,0.5300274908360165,5.10873990099805,3.483614931391193,2.5342534845064515,2.198945389407107,1.6160371018317887,1.3724988109917535
2173,3.203927850206359,31.265270714496403,21.30383426072221,15.48495990292196,13.41126634689491,9.838475287280088,8.331272901176805
2174,0.4677685497930311,4.16671220241924,2.855300091770371,2.0888618240223886,1.8037849410989166,1.3331915547315425,1.1324683646276192
2175,1.3011395033894213,12.711205088388763,8.660709452390739,6.294666975534317,5.460501235376758,4.007750259114128,3.39750893650748
2176,0.6481170043265786,6.219310626844302,4.242041331081821,3.086937589124145,2.6855794955759027,1.9763453610268755,1.6806920330920994
2177,0.5926013917052934,5.055781792757083,3.474455848379166,2.5500270863841,2.1961598942001443,1.6285602845079632,1.3829042981186712
2178,0.7444922514176344,7.33889513125406,4.997645469367248,3.630102718932153,3.1592100927918496,2.319538326856019,1.9709475604682998
2179,1.5310285104110775,15.098827959744739,10.28175223451352,7.468063217469328,6.557203759111113,4.829597638435806,4.121678515012361
2180,0.5664204557190347,5.576954048074004,3.7980618909238486,2.7589903843030323,2.380277197174628,1.7422868984713507,1.476234135132304
2181,0.470060920056252,4.529552059263754,3.088718823012549,2.247015589823262,1.9539732520415063,1.4371671484523716,1.220798943253717
2182,0.6705903086142222,6.557796501483686,4.467845210441531,3.247036848973144,2.8214252195888196,2.07184842358368,1.7620640443874716
2183,0.7391993641072633,7.209726552997868,4.912777352075903,3.5710358861382727,3.1061896934467774,2.28235992563731,1.9390897280069443
2184,0.8573195728726991,8.38514134267289,5.712765867152853,4.151746725385344,3.588532702290895,2.6300663587923454,2.228835797946109
2185,0.7231464823120971,7.13684980126551,4.859711201933207,3.529627769856098,3.05243404780204,2.2357623171553707,1.8971148010633447
2186,0.5783046416081422,5.4692126776517025,3.733729228584404,2.7197932733920096,2.361130034287877,1.7385729742517684,1.4762830741354052
2187,0.52257563213564,5.085651990005245,3.465868470665451,2.519676231118547,2.1847592543129526,1.603796860874359,1.3610250224718752
2188,0.6429916993261675,6.332623850578685,4.312621166688362,3.132716877577012,2.7035827276987985,1.979121047754225,1.6776217137520975
2189,0.6538023226604767,6.36198555758488,4.335721212231309,3.1520828954356612,2.737485453296618,2.010731078873092,1.7078527568386421
2190,0.5147137854882557,5.06531263388231,3.449722090992009,2.5060344014695484,2.1714679104855734,1.5920433122468693,1.3508574452512772
2191,0.6081019166858421,5.875290484664923,4.005739030598663,2.913605201128941,2.5314926952639003,1.860922110923628,1.5805019141051535
2192,0.7410354984382673,7.287281549153,4.963203404290342,3.605673148783892,3.109205536780162,2.2756814464071513,1.9253088709819213
2193,0.6187023860051496,6.010321012178908,4.096470715798995,2.9784893235763565,2.587942877121119,1.901501879272105,1.6161748439472772
2194,0.5392193825914147,4.74223123963118,3.252392036618569,2.381607794364205,2.047567491320692,1.5129056372950236,1.2823962845043835
2195,0.6858293362887726,6.752924290645298,4.598917191452902,3.3407378426912375,2.88356188519246,2.111039288595807,1.7892845705844216
2196,0.6770202803164173,6.641234238292089,4.523857974580479,3.2870503959032478,2.852167044436902,2.0927667232663087,1.7773848961946026
2197,0.8377238848232224,8.192209701659504,5.581378139977073,4.05630585878136,3.5112153719646155,2.574820413952697,2.1833912914745244
2198,0.6572040829999201,6.415134834376495,4.371125160596273,3.177141363012017,2.746127094407318,2.0130205911469803,1.7040400497203048
2199,0.5234618607736378,5.107866779070065,3.4804560117094447,2.5298213063011117,2.1962307308022733,1.6125406619016784,1.3695016005967655
2200,0.5114836282630059,5.043842698713668,3.434682654136125,2.494761981462283,2.156185444330697,1.5790737958075067,1.3393815153160107
2201,0.6312095349653231,6.217943526879226,4.234468446584087,3.0759012155628396,2.674312303764172,1.9629515856608601,1.668583162883953
2202,0.6206129298895541,6.074417081624416,4.138303159692429,3.007360469413369,2.6223502501823703,1.9279510103242918,1.6411482104600075
2203,0.5639389047193396,5.380337264051635,3.671084020892574,2.672522246279489,2.312913788237612,1.6997964810045774,1.4424960140821041
2204,0.496426179870864,4.868154255230479,3.3161400585953436,2.409571159552869,2.0968867787365366,1.5402531310587444,1.3084216249367597
2205,0.7059753663976454,6.899291743316012,4.700692966675507,3.4164147835391625,2.965614103294535,2.177066812344021,1.8467662610342543
2206,1.5206077672072293,14.853641235450445,10.120508747187785,7.355712734640162,6.426059047515308,4.728473249875451,4.024122534028087
2207,0.6898271726581662,6.74047923524902,4.592529705539138,3.3378365777323418,2.908771076709534,2.1383890213011756,1.8182644823815197
2208,0.44472552950458283,4.3275596889783845,2.9492488508557293,2.144111426067789,1.8656155855513383,1.3712609016245267,1.1655234591426216
2209,0.5260974956625947,5.13940728537841,3.5017101124815935,2.5450728340786326,2.215790294297214,1.628414643566774,1.3840686679043497
2210,0.49199030837101565,4.837807411092719,3.2949372632925455,2.393722369679376,2.0854270287016368,1.5320807431392591,1.3024829191765415
2211,0.587832328554343,5.708860979954188,3.891066611584391,2.82919555580141,2.4414983678753184,1.7895091375930392,1.517089810671234
2212,0.6256846103419935,6.073288649123188,4.13958619278076,3.01000317359751,2.6166475083347427,1.9230831073911758,1.6341283817290102
2213,0.4475837104559556,4.408369429403512,3.002162549431707,2.180782671023451,1.8798695202875197,1.3755419639232513,1.1658041333678102
2214,0.9319014413357258,9.118504916828682,6.212250902311292,4.514617759661849,3.92397930418096,2.8816319118519944,2.44797452905878
2215,0.49284516230853,4.839246233416708,3.2961977459844123,2.3948719034445394,2.0820603363030825,1.528645928070912,1.2996645171489727
2216,0.5072274720505728,4.911842613154774,3.3484127942113897,2.435115029605457,2.1130142278206137,1.552249054877663,1.3176861469816832
2217,0.8303920100854952,8.063161741179647,5.495781320574762,3.9960333542546493,3.4766246083817873,2.5557787895925284,2.1715654628357512
2218,0.5243375613585473,5.066808582624877,3.45448934453578,2.5126225173894308,2.181227840215064,1.6029212519810068,1.3623453034152995
2219,0.7317287243456896,7.148274283627086,4.870437604384609,3.5398726185769642,3.0708418516588316,2.2538744471467385,1.913232104182226
2220,1.4509186487260164,14.237798689130182,9.698264537210283,7.046623895197931,6.151255493079306,4.523147135560434,3.850673816657771
2221,0.7662422814833566,7.46002316357892,5.083873366316879,3.695856312772272,3.209242279227579,2.3569992831858078,2.000792844576249
2222,0.5359567425705023,5.169422396568516,3.524845558650822,2.5641255066826516,2.2193862981208654,1.6295038229012042,1.3839656024973732
2223,0.6220478435812482,5.9948801451554035,4.087903504055539,2.973888976449778,2.5782438565235717,1.8942385150211007,1.6074676200553342
2224,0.48397698331426187,4.627236362471333,3.1568224974242622,2.29780407865555,1.9601170010422506,1.4326793670631126,1.210353876002843
2225,0.6145259244323833,5.863771659469179,4.000905272714691,2.9126020421962866,2.519442202390825,1.851223606979844,1.5716915764559891
2226,0.5829407332927393,5.73233961690854,3.904177634609509,2.8363194685487194,2.468150169356036,1.8124848510595164,1.5392347558493271
2227,0.6834495531820982,6.740138747885506,4.589782794485171,3.3337460839706266,2.8896912073027226,2.1184841915452792,1.7972371691961553
2228,0.4877335142047809,4.808943020146971,3.2747533798251305,2.3786222023068344,2.0671164443993044,1.5168915624463835,1.2887724954568909
2229,0.8648546570570309,8.472070443401941,5.771448006335163,4.193944408874409,3.6479798387776388,2.6793920333907604,2.2766681293398654
2230,0.5875732631544288,5.5873724294642075,3.8131156555965595,2.7765586044187027,2.4073305660870528,1.7708841441444065,1.5030527950281054
2231,0.548465778879619,4.760154710959689,3.2675359303299993,2.395058087953676,2.060019239142773,1.5243175137413987,1.2932490152347689
2232,1.0759835814447716,10.535279682931332,7.177192390388006,5.215635001062165,4.517653086769603,3.313256107368927,2.8076060906504097
2233,0.41238817569711916,4.058706855515044,2.7641598409385506,2.0079981833466416,1.7503090338009857,1.286025490086802,1.0929640613627725
2234,0.46297941913718804,4.475599950860017,3.051341382935083,2.219335043327268,1.9145458938474715,1.403693686676512,1.190309087191738
2235,0.6074204990440977,5.751833070682798,3.9263615732259587,2.859859769941872,2.4722542039720907,1.8174216922793822,1.5423699316075432
2236,0.582328467693815,5.738601372869893,3.9079474158974836,2.838645761392907,2.4740617493279617,1.8175101275764751,1.5451744419287075
2237,0.496250465057841,4.864921011984601,3.3139997816414093,2.408067381376427,2.0847512512626953,1.5285084145827192,1.2953006917075054
2238,0.6123364813793803,5.81902062275781,3.971364864279718,2.8919224414449127,2.5172196509530194,1.8544415950650321,1.5768098291845756
2239,0.5920421630266868,5.818357844381553,3.962902414929528,2.879098553814605,2.4960716261680416,1.8306156453518683,1.5539841081486978
2240,0.7551287812063792,7.435127124824557,5.063520650629082,3.6782390529480034,3.191396774908859,2.340833350013864,1.9867083977713464
2241,0.8512343903034764,8.207849105466474,5.596750512600898,4.0714077812126845,3.5517309460999282,2.615169931835281,2.2266421142264967
2242,0.49972427504819983,4.923921750361173,3.353180429531169,2.4356962301800964,2.116218567029892,1.5528829215469746,1.3205828874436032
2243,0.5877093308106606,5.635061346183257,3.843722112268224,2.7972347458079505,2.4129612128023954,1.7704175738408003,1.501570025929556
2244,0.8469220096225102,8.14320053879436,5.553615403655486,4.040817339655218,3.496386794435997,2.5675282105876183,2.176416833661694
2245,0.5430938775359957,5.180426923741357,3.534727241125966,2.573292239095792,2.222808656243239,1.6324872013182021,1.3852155882062733
2246,0.5482969287904312,5.340750305882878,3.6395241890718295,2.6457618363466024,2.30288002986274,1.6927095694607854,1.4392304341731248
2247,0.6260176852593963,6.097405563826702,4.155173549319143,3.020628185240339,2.6037143731234496,1.9071030903231845,1.6154326419460139
2248,1.973387184985113,17.816475961526024,12.198404701363126,8.915254635612495,7.752685390342954,5.7368300084855575,4.8895086884228025
2249,0.5767828939683538,5.687939048605761,3.873287729274067,2.8133367822373376,2.4491503936243,1.7983401109517194,1.528873421001759
2250,0.6679219611265158,6.591735172949663,4.488535915712426,3.2600482227621983,2.8232496621433425,2.068957754000319,1.7571452095724196
2251,0.7913757092842638,7.4734765156036955,5.102450152911931,3.717196707827905,3.221508549559351,2.3709624100476536,2.01549320340279
2252,0.7081457281593522,6.84793324056527,4.668637448337167,3.3955650355171962,2.9509909075028027,2.1693239643886577,1.8453123217859009
2253,0.5406163657424232,5.042479884247241,3.4453491212698606,2.5121729484059077,2.181471256626039,1.6085007335425328,1.3670820980397567
2254,0.9680821523336348,9.55392332311006,6.50560152441827,4.725060846679677,4.13050162236329,3.037248972111613,2.585101128650179
2255,1.6089036374892718,15.645869510858857,10.663137804232004,7.752473885474839,6.692891832946109,4.905743082838335,4.151807153390003
2256,0.7034303218429028,6.821159936028088,4.649617095152734,3.381091092037077,2.9396715074597517,2.1607960615060744,1.8356995621638093
2257,1.1191342904819557,10.960756003295318,7.4669234079717395,5.426078288734642,4.694163049177193,3.4410833739820568,2.9147636302069686
2258,0.8907035165347178,8.75398847820284,5.962351970842941,4.331708040197351,3.7449212429993173,2.743705252007541,2.3238453823206546
2259,0.7904843560086439,7.725894173137056,5.263849116387749,3.825684808546217,3.312879098918468,2.4298456699976274,2.0612629075757387
2260,0.6889876480849971,6.3056634158988265,4.313560011027143,3.1494842671252252,2.713741472349382,1.9989985243257935,1.6965398537698049
2261,0.5558079097993073,5.4251645068978895,3.696591552262805,2.6868659060218163,2.335787910523015,1.7158159817347887,1.4580884749413667
2262,9.728896988560507,95.83990253790957,65.26775654041587,47.410225611146416,41.53296106986037,30.56843032574298,26.040070835487427
2263,0.7524046618058475,7.259689029565236,4.950023830415829,3.600776518456494,3.1405604306019974,2.312122070626123,1.9666787171267985
2264,0.6582527045235733,6.411425551430772,4.369166591520343,3.176190559676807,2.7433446295689965,2.01085689462474,1.7025037282475561
2265,0.5325712395396165,5.215406544972051,3.5529761011934795,2.581903239435087,2.2433267235838934,1.6470876190709822,1.4004411174068627
2266,1.1898334249420002,11.592034948220224,7.89941936224863,5.742410900433669,4.9816709633702665,3.6572669519597345,3.104086787727665
2267,0.5868625561550171,5.549012007544006,3.7882504388598486,2.7595463334351504,2.3863354031143724,1.7547106933427266,1.4903933502364966
2268,0.40642211195085615,3.957454166655977,2.696913052064396,1.9605734693582588,1.701737231089178,1.2496244487164985,1.0614517792357399
2269,0.6618824884702743,5.342678642259675,3.6857341392160925,2.7167518185509754,2.3262092307718514,1.731253718758937,1.4698994662495743
2270,0.5233228760339635,5.137497315733571,3.4993894167706667,2.542536232128786,2.1926232876017924,1.6051150701783499,1.3586926266308308
2271,0.5229509354752737,5.141114781262336,3.5015566499020077,2.543864810102998,2.208587140101486,1.6205639870713535,1.3753242455106565
2272,0.614430098793979,5.950711294738094,4.056581724724814,2.9501018764782696,2.5680769706959796,1.8886979254084102,1.6056193714131615
