event_id,primary_charge_fC,preirradiation_full_collection_charge_fC,effective_electron_multiplication,primary_electron_induced_charge_fC,primary_hole_induced_charge_fC,primary_charge_weighted_electron_drift_ps,primary_charge_weighted_hole_drift_ps,gain_charge_weighted_electron_drift_ps,max_electron_drift_ps,max_hole_drift_ps
1260,0.701393593922751,6.871744199856774,9.797272543401078,0.36524646814679773,0.3361471257759536,302.84339006907544,3364.7294807066887,304.95583454799015,1233.3003280060782,3800.9683858981452
1261,0.6935619553974424,6.736331269480311,9.71265972283628,0.3696424837538848,0.3239194716435577,300.45327626340264,3380.3860754575344,305.0536503869772,1233.3003280060782,3800.9683861061817
1262,0.44592573327511853,4.372259678321931,9.804905507941205,0.24819863134489786,0.19772710193022056,326.4625868644091,3324.513140099528,328.50610163621025,1233.3003280060782,3800.9683859935008
1263,0.6990805377364736,6.8357019980497675,9.778132316746834,0.3382078712480239,0.36087266648844996,261.3119492126366,3454.5149369354262,263.6033907815914,1233.3003280060782,3800.968385552582
1264,0.5945968298466283,5.868072873543316,9.86899455057125,0.3109494988697788,0.2836473309768495,279.66274252904043,3431.544414704133,279.6653826076906,674.7618006796512,3788.240414319536
1265,0.5820108736804088,5.724868933226299,9.836360783131886,0.3272739610184141,0.2547369126619951,309.8783479673708,3375.341829675198,310.8592275580079,1233.3003280060782,3800.9683870677586
1266,1.8130716335629506,17.348503403715096,9.568570310497194,0.5410355328224281,1.2720361007405223,165.74689949267932,3587.737412705823,170.4827223160446,1233.3003280060782,3800.968387614751
1267,0.6911372742127927,6.794584277147682,9.831019872118361,0.37009847913560545,0.3210387950771871,283.68372522519957,3429.400083967986,284.72333020813875,674.7618006797991,3800.968385691148
1268,0.6536475770515702,6.413323716862142,9.811592579889815,0.334602233466997,0.31904534358457326,283.43298687795226,3412.854426847389,285.0077850498575,1233.3003280060782,3800.968386286722
1269,0.7987759993822142,7.789852819504144,9.752236954451483,0.34177326102418965,0.45700273835802474,231.42775618128633,3497.6757055386865,234.0211577261279,1233.3003280060782,3800.9683866084088
1270,0.7090974223661403,6.848347621217079,9.657837421500252,0.328517150422764,0.3805802719433758,271.9191165593875,3409.6920051304396,277.5425675037405,1233.3003280060782,3800.9683859469587
1271,0.5796802281891038,5.714272256928501,9.857628359655534,0.30989251796671596,0.26978771022238796,306.58211931351923,3364.3403894045155,306.9250122117888,1233.3003280060782,3800.9683872109044
1272,0.5478599038902003,5.254623171471002,9.591180398783319,0.29618638753348747,0.25167351635671303,289.45206974090854,3416.929463100187,297.41057644942214,1233.3003280060782,3800.968385338413
1273,0.8940781657116768,8.804097415487583,9.847122716031897,0.566691364833782,0.32738680087789535,341.1971189387161,3339.548421697826,341.9239727533528,1233.3003280060782,3800.968386157453
1274,0.8341056556942972,8.135233514372741,9.753241041869083,0.43187720068777596,0.4022284550065211,287.6411483694466,3405.313211056253,290.8813231164566,1233.3003280060782,3800.9683859864112
1275,0.7283505674157243,7.1778498748059025,9.85493826176834,0.35260460329332755,0.3757459641223969,263.14026024169993,3449.6099395211486,263.4980034123063,1233.3003280060782,3800.9683860834734
