vertex_id,x_um,depth_um,temperature_K,bias_V,Ex_V_per_cm,Ey_or_Ez_V_per_cm,potential_V,lattice_temperature_K,electric_field_mag_V_per_cm,space_charge_cm-3,net_doping_cm-3,donor_cm-3,acceptor_cm-3,eMobility_cm2_per_Vs,hMobility_cm2_per_Vs,eVelocity_cm_per_s,hVelocity_cm_per_s,srh_recombination_cm-3_s-1,auger_recombination_cm-3_s-1,avalanche_generation_cm-3_s-1,eIonIntegral,hIonIntegral,eAlphaAvalanche_cm-1,hAlphaAvalanche_cm-1
17,-49.99999999999999,-70.0,300.0,-590.0,1085.04839783688,7.506657735235073e-05,0.5351434463640548,300.0,1085.048397836882,-70413.14513865528,9.00944214077003e+19,9.009443907508293e+19,17667382599754.26,62.7466607672443,50.59797321040441,4.388505486959477,541525.9179643602,0.009057700228369861,0.007098829235348107,0.0,0.0,0.0,0.0,0.0
18,-49.99999999999999,-61.25,300.0,-590.0,1085.055176986315,6.650088000246549e-05,0.5351433806807996,300.0,1085.055176986317,565778.9813183422,9.009422524563436e+19,9.009424291293667e+19,17667302334388.21,63.15055793799841,50.76478926326517,4.379200449766484,542865.0830033591,-0.003019233410183396,-0.002366271259702653,0.0,0.0,0.0,0.0,0.0
32,-49.99999999999999,-52.5,300.0,-590.0,1085.055180282033,2.105519775246886e-08,0.5351433806662516,300.0,1085.055180282033,127513.2943295521,9.009422520218742e+19,9.009424286948978e+19,17667302334560.4,63.15057060086073,50.76479449377551,4.368859587920321,542865.1576377082,-0.005830243826561326,-0.004569351395843006,0.0,0.0,0.0,0.0,0.0
33,-49.99999999999999,-43.75000000000001,300.0,-590.0,1085.055177127043,4.748132680168846e-09,0.5351433806580146,300.0,1085.055177127043,-353165.2010775295,9.009422517758561e+19,9.009424284488794e+19,17667302332257.82,63.15057060815766,50.76479449682206,4.3687259988488,542865.1548690833,-0.01186871064692871,-0.009301893910426127,0.0,0.0,0.0,0.0,0.0
43,-49.99999999999999,-35.0,300.0,-590.0,1085.055169765694,6.023832374295583e-09,0.5351433806439958,300.0,1085.055169765694,-324889.9954653078,9.009422513571868e+19,9.0094242803021e+19,17667302327717.48,63.1505706112191,50.76479449810729,4.368667513251316,542865.1547923234,-0.01166048765312355,-0.009138702784943805,0.0,0.0,0.0,0.0,0.0
44,-49.99999999999999,-26.25,300.0,-590.0,1085.055153974565,2.112408270747936e-08,0.5351433806139434,300.0,1085.055153974565,-42137.93934339794,9.009422504596804e+19,9.009424271327037e+19,17667302317510.34,63.15057061653047,50.7647945003162,4.368632497545991,542865.1549200108,-0.0001041114969029007,0.0,0.0,0.0,0.0,0.0,0.0
50,-49.99999999999999,-17.5,300.0,-590.0,1085.055108301781,1.730551006610992e-07,0.5351433805259398,300.0,1085.055108301781,268889.3223908559,9.00942247831487e+19,9.0094242450451e+19,17667302286861.2,63.15057064247627,50.76479451088742,4.368661034214906,542865.1556114272,-0.014367386572605,-0.01126018731595495,0.0,0.0,0.0,0.0,0.0
51,-49.99999999999999,-8.75,300.0,-590.0,1085.054804144641,9.056545701007628e-05,0.5351433799532078,300.0,1085.054804144645,466815.761677729,9.009422307269526e+19,9.009424073999735e+19,17667302080674.92,63.15058062259767,50.76479850461097,4.368678373367024,542865.2216552799,0.005830243826576664,0.004650946846551967,0.0,0.0,0.0,0.0,0.0
52,-49.99999999999999,0.0,300.0,-590.0,1085.03298941088,0.0,0.5351431200194511,300.0,1085.03298941088,14412.47260657357,9.009344678747088e+19,9.009346445485816e+19,17667387283209.58,63.35256398729387,50.8482211364496,4.369693604709719,544204.5044776839,-0.002811010419088013,-0.002203061102654131,0.0,0.0,0.0,0.0,0.0
97,-48.55507548828125,-17.5,300.0,-590.0,124807.9163394888,-0.04334610870734847,-33.78404876771152,300.0,124807.9163394964,-1.708302801915838e+16,-1.713038723569029e+16,10394307431.92602,1.713039762999772e+16,82.92405606505181,61.59160273461963,10334362.53020288,7665080.976158675,-1282711975362.0,-10094.85226909161,106208498631988.7,0.0,0.0,0.01607214750829283,2.931172282736062e-07
98,-48.6049779296875,-8.75,300.0,-590.0,141844.2656748698,0.08483643431334319,-33.12828620031514,300.0,141844.2656748952,-2.706560792053328e+16,-2.711267997958047e+16,11202919821.90393,2.711269118250029e+16,80.56728215405045,54.75313140167709,11435786.51115806,7724676.363927696,-1782895215832.747,-10133.28633097256,6.780209295962478e+16,0.0,0.0,0.02323052386636094,0.0001871950868316367
99,-48.6049779296875,-17.5,300.0,-590.0,141844.7340933685,-0.04121210461991098,-33.12832967967856,300.0,141844.7340933744,-2.70656102824845e+16,-2.711268144585389e+16,11202922288.6673,2.711269264877618e+16,80.56682551236256,54.75298130639556,11435781.97717742,7724687.061168746,-1782928017996.622,-10133.08682218592,6.781806116802579e+16,0.0,0.0,0.02323168499697722,0.0001872163567247841
100,-48.55507548828125,-26.25,300.0,-590.0,124808.1962208802,-0.02344808205880616,-33.78407918407566,300.0,124808.1962208824,-1.708302921797573e+16,-1.713038790799605e+16,10394307610.23349,1.713039830230366e+16,82.92415591629074,61.59147956935708,10334397.06032844,7665082.694554483,-1282726833312.01,-10094.7445423875,106220501179538.0,0.0,0.0,0.01607041233418492,2.931541058298286e-07
101,-48.50517304687499,-26.25,300.0,-590.0,114368.7970067571,-0.0245410580616131,-34.37400543692182,300.0,114368.7970067598,-9969280065277606.0,-1.001678382858267e+16,10128791872.45466,1.001679395737455e+16,88.74402858015219,66.80104997395277,10140136.11581883,7630412.085130493,-933397841698.9286,-10017.16138077574,288809625450.8017,0.0,0.0,0.001869355767155337,7.96272065641705e-10
102,-48.50517304687499,-35.0,300.0,-590.0,114368.9005055528,-0.006964851641154074,-34.37401692414335,300.0,114368.900505553,-9969279980664400.0,-1.00167840502552e+16,10128791893.31887,1.001679417904709e+16,88.74393994468682,66.80098983325773,10140136.18491971,7630412.876763582,-933391961353.3335,-10017.22730639283,288832552503.5464,0.0,0.0,0.001869439352700461,7.963335432569134e-10
103,-48.45527060546875,-35.0,300.0,-590.0,108389.1448940203,-0.00729514836144022,-34.92554762606157,300.0,108389.1448940205,-5526458310873728.0,-5574017602190481.0,10052594038.29195,5574027654784520.0,93.66456559765591,70.28511629814776,10149969.50400852,7614359.462992515,-720076420237.2317,-9955.517187947315,3519034352.604042,0.0,0.0,0.0001691838681374521,9.63722935278244e-12
104,-48.45527060546875,-43.75000000000001,300.0,-590.0,108389.157260631,1.190969561954061e-05,-34.92554857042171,300.0,108389.157260631,-5526457783836924.0,-5574017666350158.0,10052594040.7729,5574027718944200.0,93.66454578197451,70.28510213975176,10149969.62778345,7614359.625599219,-720067463951.9858,-9955.64077212549,3519148462.043278,0.0,0.0,0.000169185687318951,9.637437666515927e-12
105,-48.4053681640625,-43.75000000000001,300.0,-590.0,105114.9239136637,-1.702927341319761e-05,-35.45579452151436,300.0,105114.9239136637,-2958280713981076.0,-3005850056825392.0,10033788552.02433,3005860090613944.0,96.62580033110638,72.40316622800341,10156854.44457521,7609080.630629575,-598110470442.5919,-9906.300801671432,223645175.575628,0.0,0.0,3.990947775470841e-05,5.991563822877012e-13
106,-48.4053681640625,-52.5,300.0,-590.0,105114.9217130932,-0.005014388812269835,-35.45579357329288,300.0,105114.9217130933,-2958279946526221.0,-3005850060267604.0,10033788552.04629,3005860094056156.0,96.62578697637181,72.40315677180193,10156854.50474027,7609080.716251135,-598100745585.9333,-9906.460733270551,223649548.226285,0.0,0.0,3.990958862546649e-05,5.991583080717044e-13
107,-48.35546572265625,-52.5,300.0,-590.0,103380.4441215676,-0.005257340226720005,-35.97464587879667,300.0,103380.4441215677,-1536386922379004.0,-1583947472115742.0,10030041677.98583,1583957502157420.0,98.31711929989433,73.609233044097,10164673.12549144,7608975.436593255,-530815933703.7079,-9867.230461916226,50020973.8922236,0.0,0.0,1.803561660369803e-05,1.298137940594143e-13
108,-48.35546572265625,-61.25,300.0,-590.0,103380.5315486053,-0.1314046871516209,-35.97465585794545,300.0,103380.5315486889,-1536384286527040.0,-1583947413131150.0,10030041677.62867,1583957443172828.0,98.31707025268327,73.60906579550738,10164682.01678106,7608972.125991434,-530787079332.3467,-9867.763104511712,50028835.69760582,0.9996926455995052,0.9989304586107381,1.803610251105481e-05,1.298292986259844e-13
109,-48.30556328125,-61.25,300.0,-590.0,102490.305001285,-0.133568161255499,-36.48759130162529,300.0,102490.305001372,-770515374797750.5,-818063614482249.2,10029630360.86823,818073644112610.1,99.23628279933116,74.26375995011605,10171402.27265725,7610837.773661422,-494438869536.2249,-9836.619605851827,23653352.48053699,0.9996926455995052,0.9989304586107381,1.198403108894268e-05,5.978739904459815e-14
110,-48.30556328125,-70.0,300.0,-590.0,102490.979736716,-0.9306603541223688,-36.48781346795872,300.0,102490.9797409414,-770525040771776.4,-818067870374069.4,10029630355.27816,818077900004424.6,99.12255119875203,74.18205194663639,10170266.87677842,7609926.790372202,-494494523194.4328,-9835.484874424506,23659467.52623303,0.9996926455995052,0.9989304586107381,1.198438329289974e-05,5.982026080109221e-14
111,-48.25566083984375,-70.0,300.0,-590.0,102051.8411387821,-0.5796543399669172,-36.99778465215691,300.0,102051.8411404283,-367446308954744.2,-414971605238904.9,10029768004.19973,414981635006909.1,99.65633047301363,74.56206740984,10175863.58127269,7612524.906022682,-475189563523.5536,-9810.073347568681,16536224.03271715,0.9996926455995052,0.9989304586107381,9.806488494188021e-06,4.114726391085802e-14
112,-48.25566083984375,-61.25,300.0,-590.0,102051.1720244889,-0.1357236721678243,-36.99755914591475,300.0,102051.1720245792,-367435490088677.3,-414969514011610.3,10029768006.49012,414979543779616.8,99.71513366700546,74.60423737210688,10176600.75858486,7613101.305589339,-475102728353.7632,-9811.884596343545,16532237.34064835,0.9996926455995052,0.9989304586107381,9.805708715340998e-06,4.112727694241468e-14
113,-48.30556328125,-52.5,300.0,-590.0,102490.2168483169,-0.005503825743942009,-36.48758088435277,300.0,102490.2168483171,-770517983517988.2,-818063647827437.9,10029630360.89746,818073677457798.6,99.2363646402768,74.26390945718369,10171395.7613549,7610839.571014307,-494465739960.7755,-9836.088788298828,23649608.84624069,0.0,0.0,1.19835786114054e-05,5.977946624598118e-14
114,-48.35546572265625,-43.75000000000001,300.0,-590.0,103380.4458121975,-4.843925858716487e-05,-35.97464683672744,300.0,103380.4458121975,-1536387690992541.0,-1583947470048010.0,10030041677.98338,1583957500089689.0,98.31713348305531,73.60924307488875,10164673.06249187,7608975.345995993,-530824563996.7672,-9867.071177849262,50019840.03194769,0.0,0.0,1.803554671389683e-05,1.298130548457498e-13
115,-48.4053681640625,-35.0,300.0,-590.0,105114.9111922666,-0.007626531386290106,-35.45579351457864,300.0,105114.9111922669,-2958281264565991.0,-3005850016158307.0,10033788551.39106,3005860049946858.0,96.62582206299216,72.40318161968358,10156854.32533014,7609080.457470016,-598117909693.572,-9906.177843887932,223637829.9725748,0.0,0.0,3.990903482487333e-05,5.991428496795087e-13
116,-48.45527060546875,-26.25,300.0,-590.0,108389.0413717934,-0.02563152024409894,-34.92553562235366,300.0,108389.0413717965,-5526458454687902.0,-5574017439651808.0,10052594031.92178,5574027492245840.0,93.66465982004767,70.28518340248505,10149968.87782858,7614358.605106424,-720080951903.9165,-9955.451716608835,3518702808.309499,0.0,0.0,0.0001691757053554321,9.636337564094706e-12
117,-48.50517304687499,-17.5,300.0,-590.0,114368.5180257581,-0.04547370802768976,-34.3739736261244,300.0,114368.5180257672,-9969278862979592.0,-1.001678315558379e+16,10128791809.00535,1.00167932843756e+16,88.74424177956108,66.80119512002469,10140135.81932401,7630410.125189582,-933386991587.9432,-10017.26845088637,288763942313.3503,0.0,0.0,0.001869168104379743,7.961358184737363e-10
118,-48.55507548828125,-8.75,300.0,-590.0,124807.4490769461,0.07834964190972916,-33.78400295138626,300.0,124807.4490769706,-1.708302325624011e+16,-1.713038337606451e+16,10394306423.87494,1.713039377037093e+16,82.92437683150897,61.59189899465359,10334336.7204543,7665078.225122705,-1282686383325.675,-10095.03728893233,106154286827772.2,0.0,0.0,0.01607138382126115,2.930212478265054e-07
