vertex_id,x_um,depth_um,potential_V,electric_field_mag_V_per_cm,Ex_V_per_cm,Ey_or_Ez_V_per_cm,net_doping_cm-3,donor_cm-3,acceptor_cm-3,phosphorus_like_cm-3,boron_like_cm-3,impact_ionization,eAlphaAvalanche_cm-1,hAlphaAvalanche_cm-1,bias_V
110,-48.30556328125,-70.0,-36.48781346795872,102490.9797409414,102490.979736716,-0.9306603541223688,-818067870374069.4,10029630355.27816,818077900004424.6,10029630355.27816,818077900004424.6,23659467.52623303,1.198438329289974e-05,5.982026080109221e-14,-590.0
111,-48.25566083984375,-70.0,-36.99778465215691,102051.8411404283,102051.8411387821,-0.5796543399669172,-414971605238904.9,10029768004.19973,414981635006909.1,10029768004.19973,414981635006909.1,16536224.03271715,9.806488494188021e-06,4.114726391085802e-14,-590.0
112,-48.25566083984375,-61.25,-36.99755914591475,102051.1720245792,102051.1720244889,-0.1357236721678243,-414969514011610.3,10029768006.49012,414979543779616.8,10029768006.49012,414979543779616.8,16532237.34064835,9.805708715340998e-06,4.112727694241468e-14,-590.0
113,-48.30556328125,-52.5,-36.48758088435277,102490.2168483171,102490.2168483169,-0.005503825743942009,-818063647827437.9,10029630360.89746,818073677457798.6,10029630360.89746,818073677457798.6,23649608.84624069,1.19835786114054e-05,5.977946624598118e-14,-590.0
114,-48.35546572265625,-43.75000000000001,-35.97464683672744,103380.4458121975,103380.4458121975,-4.843925858716487e-05,-1583947470048010.0,10030041677.98338,1583957500089689.0,10030041677.98338,1583957500089689.0,50019840.03194769,1.803554671389683e-05,1.298130548457498e-13,-590.0
115,-48.4053681640625,-35.0,-35.45579351457864,105114.9111922669,105114.9111922666,-0.007626531386290106,-3005850016158307.0,10033788551.39106,3005860049946858.0,10033788551.39106,3005860049946858.0,223637829.9725748,3.990903482487333e-05,5.991428496795087e-13,-590.0
116,-48.45527060546875,-26.25,-34.92553562235366,108389.0413717965,108389.0413717934,-0.02563152024409894,-5574017439651808.0,10052594031.92178,5574027492245840.0,10052594031.92178,5574027492245840.0,3518702808.309499,0.0001691757053554321,9.636337564094706e-12,-590.0
117,-48.50517304687499,-17.5,-34.3739736261244,114368.5180257672,114368.5180257581,-0.04547370802768976,-1.001678315558379e+16,10128791809.00535,1.00167932843756e+16,10128791809.00535,1.00167932843756e+16,288763942313.3503,0.001869168104379743,7.961358184737363e-10,-590.0
118,-48.55507548828125,-8.75,-33.78400295138626,124807.4490769706,124807.4490769461,0.07834964190972916,-1.713038337606451e+16,10394306423.87494,1.713039377037093e+16,10394306423.87494,1.713039377037093e+16,106154286827772.2,0.01607138382126115,2.930212478265054e-07,-590.0
119,-48.6049779296875,0.0,-33.12847561263544,141842.2429388599,141842.2429388599,0.0,-2.711280160773034e+16,11202767707.7472,2.711281281049804e+16,11202767707.7472,2.711281281049804e+16,6.783327395054134e+16,0.02321567441814656,0.0001871802949133584,-590.0
120,-48.65488037109375,0.0,-32.36852599646927,167128.100385949,167128.100385949,6.657425210802542e-16,-3.850601099654798e+16,13371092525.16258,3.85060243676405e+16,13371092525.16258,3.85060243676405e+16,2.022172083968192e+19,4.071170461496865,0.05582106846630706,-590.0
121,-48.65488037109375,-8.75,-32.36832791997341,167130.0401963647,167130.0401963401,0.09085163252718835,-3.850572212802928e+16,13371368746.55148,3.850573549939802e+16,13371368746.55148,3.850573549939802e+16,2.02115789605631e+19,4.07243002936813,0.05581769319121125,-590.0
122,-48.65488037109375,-17.5,-32.36836906132344,167130.506854593,167130.5068545884,-0.03908001772856154,-3.850571854763804e+16,13371374048.71971,3.850573191901209e+16,13371374048.71971,3.850573191901209e+16,2.021268521555264e+19,4.073235518581985,0.05581944092214648,-590.0
123,-48.6049779296875,-26.25,-33.12835869712382,141845.0147016182,141845.0147016165,-0.02235294603270641,-2.711268167789038e+16,11202922722.19533,2.711269288081311e+16,11202922722.19533,2.711269288081311e+16,6.782272219056466e+16,0.02323114164625233,0.0001872316226671409,-590.0
124,-48.55507548828125,-35.0,-33.78409015482054,124808.2997162008,124808.2997162007,-0.006635525962676981,-1.713038812880623e+16,10394307668.8102,1.713039852311389e+16,10394307668.8102,1.713039852311389e+16,106226763607035.5,0.01606964916797645,2.931707387859131e-07,-590.0
125,-48.50517304687499,-43.75000000000001,-34.37401780765921,114368.9125332112,114368.9125332112,3.841676576176636e-05,-1.001678413769706e+16,10128791901.44247,1.001679426648897e+16,10128791901.44247,1.001679426648897e+16,288840957164.5781,0.001869459483167183,7.963479775752179e-10,-590.0
126,-48.45527060546875,-52.5,-34.92554763446046,108389.1545479642,108389.1545479641,-0.004775104562391267,-5574017671697054.0,10052594040.86221,5574027724291096.0,10052594040.86221,5574027724291096.0,3519208035.174564,0.0001691859460420231,9.637449710199673e-12,-590.0
127,-48.4053681640625,-61.25,-35.45580311803306,105115.0083710683,105115.0083709889,-0.1292351081726725,-3005849959582016.0,10033788550.23842,3005859993370566.0,10033788550.23842,3005859993370566.0,223680452.5327715,3.991030710737725e-05,5.992127378284556e-13,-590.0
128,-48.35546572265625,-70.0,-35.9748746684818,103381.2130929717,103381.2130805746,-1.601012916714522,-1583956002083411.0,10030041661.92787,1583966032125073.0,10030041661.92787,1583966032125073.0,50042167.38171139,1.803552818183351e-05,1.299104004989547e-13,-590.0
129,-48.4053681640625,-70.0,-35.45601855920248,105115.7002427124,105115.7002041076,-2.848847572784503,-3005866964957742.0,10033788501.24135,3005876998746242.0,10033788501.24135,3005876998746242.0,223732923.7691575,3.990696818406038e-05,5.996263357141517e-13,-590.0
130,-48.45527060546875,-61.25,-34.92555674875355,108389.2403807631,108389.2403806887,-0.1270585930572669,-5574017511243466.0,10052594033.7843,5574027563837499.0,10052594033.7843,5574027563837499.0,3519583190.914948,0.0001691884730626994,9.638007725563835e-12,-590.0
131,-48.50517304687499,-52.5,-34.37401688651821,114368.9093068723,114368.9093068722,-0.004539655705710998,-1.001678414484834e+16,10128791901.72619,1.001679427364024e+16,10128791901.72619,1.001679427364024e+16,288845490553.8701,0.001869461678802155,7.963482376193578e-10,-590.0
132,-48.55507548828125,-43.75000000000001,-33.78409097914374,124808.3114121362,124808.3114121362,6.251318861180136e-05,-1.713038821579793e+16,10394307691.60467,1.713039861010562e+16,10394307691.60467,1.713039861010562e+16,106229337535951.6,0.01606927621391802,2.931746221963584e-07,-590.0
133,-48.6049779296875,-35.0,-33.12836915141704,141845.1181346832,141845.1181346831,-0.006307291520168621,-2.711268175277199e+16,11202922864.46132,2.711269295569485e+16,11202922864.46132,2.711269295569485e+16,6.782536381771306e+16,0.02323071117809258,0.000187238501655951,-590.0
134,-48.65488037109375,-26.25,-32.36839667708094,167130.7876663649,167130.7876663635,-0.02125723936483071,-3.850571787688002e+16,13371374973.99518,3.8505731248255e+16,13371374973.99518,3.8505731248255e+16,2.021340054110494e+19,4.073504507494877,0.05582213135210361,-590.0
135,-48.7047828125,-17.5,-31.46028561456505,200439.187235839,200439.1872358356,-0.03696260832754433,-4.790199417521126e+16,18549830711.03102,4.790201272504198e+16,18549830711.03102,4.790201272504198e+16,1.32761755224767e+21,174.2208884287068,3.664770001677936,-590.0
136,-48.7047828125,-8.75,-31.4602467926239,200438.7262485522,200438.7262485292,0.09602715163180833,-4.790200273497767e+16,18549820364.55645,4.790202128479804e+16,18549820364.55645,4.790202128479804e+16,1.327697838258052e+21,174.2084806156428,3.66472716991745,-590.0
137,-48.75468525390625,-8.75,-30.36785156149833,238822.2285536713,238822.2285536503,0.1000280148783805,-5.165537083900082e+16,29808807425.13053,5.165540064780824e+16,29808807425.13053,5.165540064780824e+16,2.089802069850672e+22,1438.850239852172,57.36823164705208,-590.0
138,-48.75468525390625,0.0,-30.36806272559936,238820.8984287985,238820.8984287985,-1.008124389064324e-14,-5.165597609776274e+16,29808195300.54702,5.165600590595804e+16,29808195300.54702,5.165600590595804e+16,2.090437826925357e+22,1438.79580036827,57.37001025478283,-590.0
139,-48.8045876953125,0.0,-29.07689884837214,277422.7952240467,277422.7952240467,-6.91557026999724e-15,-4.846629470057216e+16,52881814075.24948,4.846634758238622e+16,52881814075.24948,4.846634758238622e+16,1.227966951336828e+23,5152.296990311641,331.673116273177,-590.0
140,-48.8045876953125,-8.75,-29.07668433922837,277423.6549114423,277423.6549114233,0.1027340977755079,-4.846570372917557e+16,52882828979.56611,4.846575661200454e+16,52882828979.56611,4.846575661200454e+16,1.227682553768342e+23,5152.348212173159,331.6679092568789,-590.0
141,-48.75468525390625,-17.5,-30.36788810200133,238822.6814336014,238822.6814335988,-0.03486960862743985,-5.16553610292079e+16,29808826785.51861,5.165539083803467e+16,29808826785.51861,5.165539083803467e+16,2.08953637294791e+22,1438.888988363024,57.36876124668221,-590.0
142,-48.7047828125,-26.25,-31.4603118293721,200439.4675606909,200439.4675606898,-0.02016346387103449,-4.790199263390077e+16,18549832502.73382,4.790201118373327e+16,18549832502.73382,4.790201118373327e+16,1.327637812959834e+21,174.2255698619122,3.66487258884146,-590.0
143,-48.65488037109375,-35.0,-32.36840661551887,167130.8908643535,167130.8908643534,-0.005980685479138823,-3.850571765381984e+16,13371375277.2737,3.850573102519512e+16,13371375277.2737,3.850573102519512e+16,2.021388453237545e+19,4.073605610965999,0.05582334430988063,-590.0
144,-48.6049779296875,-43.75000000000001,-33.12836991820673,141845.1294759618,141845.1294759618,8.414122086203139e-05,-2.711268178203439e+16,11202922919.78654,2.711269298495731e+16,11202922919.78654,2.711269298495731e+16,6.782668500087625e+16,0.02323043748224979,0.0001872400932339788,-590.0
145,-48.55507548828125,-52.5,-33.78409007538966,124808.3076705693,124808.3076705693,-0.004308223864722282,-1.713038822267098e+16,10394307692.3618,1.713039861697868e+16,10394307692.3618,1.713039861697868e+16,106230960338158.0,0.01606907555450346,2.931746171394015e-07,-590.0
146,-48.50517304687499,-61.25,-34.37402557463863,114368.9942522516,114368.9942521834,-0.1248671524902886,-1.001678392373572e+16,10128791878.39197,1.001679405252759e+16,10128791878.39197,1.001679405252759e+16,288869516398.8892,0.00186949432651179,7.963775038966368e-10,-590.0
147,-48.45527060546875,-70.0,-34.92576880256119,108389.9509245464,108389.9508042932,-5.105729879868331,-5574050054551007.0,10052593876.48716,5574060107144883.0,10052593876.48716,5574060107144883.0,3519945013.842406,0.0001691767760248483,9.644659619261899e-12,-590.0
148,-48.50517304687499,-70.0,-34.37423420221921,114369.7406251376,114369.740270015,-9.012800385856185,-1.00168432284148e+16,10128791396.88677,1.001685335720619e+16,10128791396.88677,1.001685335720619e+16,288816063569.0474,0.001869484278376625,7.967975475829664e-10,-590.0
149,-48.55507548828125,-61.25,-33.78409834192038,124808.3916907389,124808.3916906786,-0.122637313206713,-1.713038799912383e+16,10394307626.26825,1.713039839343146e+16,10394307626.26825,1.713039839343146e+16,106238372361392.7,0.0160687327711961,2.931817799044806e-07,-590.0
150,-48.6049779296875,-52.5,-33.12836903441512,141845.1252164297,141845.1252164297,-0.004080910587782006,-2.71126817838257e+16,11202922921.52091,2.711269298674862e+16,11202922921.52091,2.711269298674862e+16,6.782771222465186e+16,0.02323012909001878,0.0001872400674475748,-590.0
151,-48.65488037109375,-43.75000000000001,-32.36840732665555,167130.901784245,167130.901784245,0.000103114985190546,-3.850571756543921e+16,13371375395.13512,3.85057309368146e+16,13371375395.13512,3.85057309368146e+16,2.021420691399778e+19,4.073631526135611,0.0558236216178674,-590.0
152,-48.7047828125,-35.0,-31.46032125370455,200439.5702971914,200439.5702971913,-0.005656559194191113,-4.790199212454226e+16,18549833089.27345,4.790201067437535e+16,18549833089.27345,4.790201067437535e+16,1.32765760407433e+21,174.2274179851846,3.664918821589172,-590.0
