vertex_id,x_um,depth_um,potential_V,electric_field_mag_V_per_cm,Ex_V_per_cm,Ey_or_Ez_V_per_cm,net_doping_cm-3,donor_cm-3,acceptor_cm-3,phosphorus_like_cm-3,boron_like_cm-3,impact_ionization,eAlphaAvalanche_cm-1,hAlphaAvalanche_cm-1,bias_V
630,-46.95819736328125,-43.75000000000001,-50.23890476551426,102479.4774982057,102479.4774982057,-0.001903844585591748,-2990055729556.292,10030017364.74159,3000085746921.033,10030017364.74159,3000085746921.033,22949876.91269257,1.181622658714462e-05,5.793357819945279e-14,-590.0
631,-47.0080998046875,-35.0,-49.72758928470679,102445.1342556824,102445.1342556809,-0.01747826051643376,-2990056751935.561,10030017932.03017,3000086769867.592,10030017932.03017,3000086769867.592,22348991.39399116,1.163899996096382e-05,5.635598777135555e-14,-590.0
632,-47.05800224609375,-26.25,-49.21642196868723,102410.7057537827,102410.7057537675,-0.05577548178187514,-2990058936913.91,10030018586.28967,3000088955500.2,10030018586.28967,3000088955500.2,21763133.20103973,1.146382808272062e-05,5.481834988215735e-14,-590.0
633,-47.1079046875,-17.5,-48.70538330669456,102376.1162367145,102376.1162366613,-0.1043820083558697,-2990063566145.827,10030019326.6713,3000093585472.499,10030019326.6713,3000093585472.499,21190153.24381926,1.129034243363763e-05,5.331437020888297e-14,-590.0
634,-47.15780712890625,-8.75,-48.19447627269172,102341.3244624875,102341.3244624397,-0.09886901199497913,-2990073628114.83,10030020165.46956,3000103648280.3,10030020165.46956,3000103648280.3,20628189.84688121,1.111781099093562e-05,5.183746555206822e-14,-590.0
635,-47.2077095703125,0.0,-47.68379712494872,102305.4465176584,102305.4465176584,6.691989475570363e-12,-2990095717520.504,10030021117.46522,3000125738637.969,10030021117.46522,3000125738637.969,20076823.96510916,1.094553960249675e-05,5.038150254974851e-14,-590.0
636,-47.15780712890625,0.0,-48.19441196146411,102339.7867476768,102339.7867476768,6.705902135602833e-12,-2990073628092.481,10030020165.59888,3000103648258.081,10030020165.59888,3000103648258.081,20616575.25632603,1.111280663825519e-05,5.179494735880169e-14,-590.0
637,-47.1079046875,-8.75,-48.7052701129983,102375.6490129895,102375.6490129361,-0.1045841462763037,-2990063566135.333,10030019326.67804,3000093585462.011,10030019326.67804,3000093585462.011,21182292.43581003,1.128748478210234e-05,5.328980117808301e-14,-590.0
638,-47.05800224609375,-17.5,-49.21635076289808,102410.4393600452,102410.4393599898,-0.106474027890823,-2990058936913.06,10030018586.29037,3000088955499.351,10030018586.29037,3000088955499.351,21758997.12005773,1.146245822223773e-05,5.480641277244772e-14,-590.0
639,-47.0080998046875,-26.25,-49.72756203075966,102445.0271659575,102445.0271659417,-0.05684035029264011,-2990056751935.501,10030017932.03029,3000086769867.532,10030017932.03029,3000086769867.532,22346981.35080227,1.16384045906168e-05,5.63507366973187e-14,-590.0
640,-46.95819736328125,-35.0,-50.23890115038352,102479.4544720355,102479.4544720339,-0.01784922735665732,-2990055729556.252,10030017364.7416,3000085746920.994,10030017364.7416,3000085746920.994,22949079.06154926,1.18160603364053e-05,5.793209379651245e-14,-590.0
641,-46.908294921875,-43.75000000000001,-50.75038800997613,102530.9559272098,102530.955927206,-0.02782374344428435,-2990055275127.339,10030016869.62799,3000085291996.967,10030016869.62799,3000085291996.967,23880226.99138533,1.208700613581243e-05,6.037873542243747e-14,-590.0
642,-46.80849003906249,-52.5,-51.7738681797334,102582.4420788029,102582.4420788019,-0.01433340552742585,-2990054731029.356,10030016009.52509,3000084747038.881,10030016009.52509,3000084747038.881,24851005.27988308,1.236381183550229e-05,6.293166223616313e-14,-590.0
643,-46.70868515625,-61.25,-52.7980593557041,102685.4897772581,102685.4897767474,-0.3238778626821037,-2990054502081.115,10030015382.19465,3000084517463.311,10030015382.19465,3000084517463.311,26909881.11227122,1.293600103760559e-05,6.835556946671284e-14,-590.0
644,-46.70868515625,-70.0,-52.79837445960185,102685.9710539588,102685.9710538915,-0.1175870893120748,-2990054502079.745,10030015382.18698,3000084517461.932,10030015382.18698,3000084517461.932,26912388.69615828,1.293789623156611e-05,6.837385505288031e-14,-590.0
645,-46.50907539062499,-70.0,-54.84877157917281,102788.8706085605,102788.8706082343,0.2589313655149504,-2990054225043.469,10030014484.73449,3000084239528.204,10030014484.73449,3000084239528.204,29144471.66900447,1.353481107247804e-05,7.426427985435251e-14,-590.0
646,-46.50907539062499,-61.25,-54.84844679858903,102788.4097471174,102788.4097469166,-0.2031763995806422,-2990054225044.24,10030014484.73883,3000084239528.979,10030014484.73883,3000084239528.979,29142007.36202697,1.353298248081724e-05,7.42459468892641e-14,-590.0
647,-46.70868515625,-52.5,-52.79803352844272,102685.3860828377,102685.3860827657,-0.1216042550473014,-2990054502080.998,10030015382.19459,3000084517463.193,10030015382.19459,3000084517463.193,26906681.26472614,1.293509628505578e-05,6.834679424883917e-14,-590.0
648,-46.80849003906249,-43.75000000000001,-51.77386826308971,102582.4296309787,102582.4296309787,-0.002194566400349853,-2990054731029.26,10030016009.525,3000084747038.786,10030016009.525,3000084747038.786,24850053.42263317,1.236367525477875e-05,6.293038531308547e-14,-590.0
649,-46.908294921875,-35.0,-50.75038427913925,102530.9323870129,102530.9323870041,-0.04252266462923871,-2990055275127.308,10030016869.62798,3000085291996.936,10030016869.62798,3000085291996.936,23879449.35768961,1.208685512915963e-05,6.03773631405211e-14,-590.0
650,-46.95819736328125,-26.25,-50.23887336179956,102479.347289242,102479.3472892256,-0.05790432169943723,-2990055729556.278,10030017364.74166,3000085746921.02,10030017364.74166,3000085746921.02,22947013.86014022,1.181545619676359e-05,5.792669839220345e-14,-590.0
651,-47.0080998046875,-17.5,-49.72748949661771,102444.7611800042,102444.7611799467,-0.1085644376354937,-2990056751935.28,10030017932.03085,3000086769867.312,10030017932.03085,3000086769867.312,22342739.78753393,1.163701685762113e-05,5.633849231379386e-14,-590.0
652,-47.05800224609375,-8.75,-49.21623523801976,102409.9722905465,102409.9722904872,-0.1102582718097275,-2990058936909.118,10030018586.2962,3000088955495.414,10030018586.2962,3000088955495.414,21750960.74829888,1.145956959543436e-05,5.478126549021342e-14,-590.0
653,-47.1079046875,0.0,-48.70519816045368,102374.1255742603,102374.1255742603,6.70590213560243e-12,-2990063566137.357,10030019326.79298,3000093585464.15,10030019326.79298,3000093585464.15,21170527.09806452,1.128245342219991e-05,5.324651680640761e-14,-590.0
654,-47.05800224609375,0.0,-49.21615571489723,102408.4629926217,102408.4629926217,6.705902135602127e-12,-2990058936913.285,10030018586.39821,3000088955499.683,10030018586.39821,3000088955499.683,21739043.59758561,1.145451114488571e-05,5.473720225034378e-14,-590.0
655,-47.0080998046875,-8.75,-49.72737164139488,102444.2942919247,102444.2942918591,-0.1158916954262805,-2990056751934.253,10030017932.03585,3000086769866.289,10030017932.03585,3000086769866.289,22334524.32441864,1.163409701728767e-05,5.631275439354363e-14,-590.0
656,-46.95819736328125,-17.5,-50.23879950134305,102479.0817124024,102479.0817123427,-0.1106531563921713,-2990055729556.317,10030017364.7421,3000085746921.059,10030017364.7421,3000085746921.059,22942664.18294134,1.181405040544116e-05,5.791413900401025e-14,-590.0
657,-46.908294921875,-26.25,-50.75035595546021,102530.8250346887,102530.8250346561,-0.08179151791896896,-2990055275127.357,10030016869.628,3000085291996.985,10030016869.628,3000085291996.985,23877455.07552345,1.208629127701736e-05,6.03722361481682e-14,-590.0
658,-46.80849003906249,-35.0,-51.77386429606383,102582.405649798,102582.4056497963,-0.01887465662244052,-2990054731029.238,10030016009.52493,3000084747038.763,10030016009.52493,3000084747038.763,24849173.62769911,1.236349725289395e-05,6.292873884870511e-14,-590.0
659,-46.70868515625,-43.75000000000001,-52.79803348357,102685.3723280248,102685.3723279697,-0.1064125921918674,-2990054502080.896,10030015382.19447,3000084517463.09,10030015382.19447,3000084517463.09,26905514.27963217,1.293492897080787e-05,6.834517009404855e-14,-590.0
660,-46.50907539062499,-52.5,-54.84841891549871,102788.3063153441,102788.3063153427,-0.01652833191570426,-2990054225044.074,10030014484.73856,3000084239528.813,10030014484.73856,3000084239528.813,29138705.32369551,1.353216215665537e-05,7.4237652674918e-14,-590.0
661,-46.309465625,-61.25,-56.90157342990714,102994.2582785764,102994.2582765153,-0.651581196611189,-2990054049614.835,10030013945.62534,3000084063560.46,10030013945.62534,3000084063560.46,34158930.2982976,1.480507787833954e-05,8.751964340876191e-14,-590.0
662,-46.309465625,-70.0,-56.9019075076493,102994.6445048669,102994.6445032121,0.5838458530514137,-2990054049614.516,10030013945.62315,3000084063560.139,10030013945.62315,3000084063560.139,34161199.49146354,1.480704634422439e-05,8.754091448220189e-14,-590.0
663,-45.91024609375,-70.0,-61.01639395330328,103200.2782811021,103200.2782596597,2.10374185278358,-2990053853026.171,10030013431.97955,3000083866458.151,10030013431.97955,3000083866458.151,40073218.24753248,1.619595951944751e-05,1.03233928787501e-13,-590.0
664,-45.91024609375,-61.25,-61.01604237536363,103199.971256469,103199.9712562278,-0.2231391767567978,-2990053853026.068,10030013431.9797,3000083866458.048,10030013431.9797,3000083866458.048,40071134.04742049,1.61940335911938e-05,1.032114685661126e-13,-590.0
665,-46.309465625,-52.5,-56.90154347458908,102994.1517473922,102994.1517464675,-0.4364139478552531,-2990054049614.639,10030013945.62492,3000084063560.264,10030013945.62492,3000084063560.264,34155070.63843787,1.480408607135277e-05,8.750883217070323e-14,-590.0
666,-46.50907539062499,-43.75000000000001,-54.84841859046004,102788.2915044173,102788.2915044173,-0.002834808127249504,-2990054225043.963,10030014484.73837,3000084239528.702,10030014484.73837,3000084239528.702,29137530.39820082,1.353199997677311e-05,7.423601164202513e-14,-590.0
667,-46.70868515625,-35.0,-52.79802927408282,102685.3473421266,102685.3473420541,-0.1220564178001128,-2990054502080.874,10030015382.19436,3000084517463.068,10030015382.19436,3000084517463.068,26904611.21228141,1.293476067789983e-05,6.834355698573317e-14,-590.0
668,-46.80849003906249,-26.25,-51.77383490085727,102582.2982012418,102582.2982012237,-0.06091127421943552,-2990054731029.295,10030016009.52487,3000084747038.82,10030016009.52487,3000084747038.82,24846939.50052559,1.236286699582126e-05,6.292290486874791e-14,-590.0
669,-46.908294921875,-17.5,-50.75028077073407,102530.560078968,102530.5600788779,-0.1359043245266179,-2990055275127.472,10030016869.6283,3000085291997.101,10030016869.6283,3000085291997.101,23873181.25695612,1.208493787126323e-05,6.035992171970252e-14,-590.0
670,-46.95819736328125,-8.75,-50.23867931674786,102478.6150324891,102478.6150324171,-0.1214847214401167,-2990055729556.466,10030017364.74635,3000085746921.213,10030017364.74635,3000085746921.213,22934265.84639384,1.18110991123197e-05,5.788779725821889e-14,-590.0
671,-47.0080998046875,0.0,-49.72728461776332,102442.7990008608,102442.7990008608,6.719814795635205e-12,-2990056751923.608,10030017932.12625,3000086769855.734,10030017932.12625,3000086769855.734,22322454.31855385,1.16290113927441e-05,5.626789943248924e-14,-590.0
672,-46.95819736328125,0.0,-50.23858486201256,102477.1336156826,102477.1336156826,6.733727455667171e-12,-2990055729515.476,10030017364.82644,3000085746880.303,10030017364.82644,3000085746880.303,22922041.94532352,1.180598623060289e-05,5.784213696814357e-14,-590.0
673,-46.908294921875,-8.75,-50.75015825787103,102530.0938826713,102530.0938825523,-0.1561498941204234,-2990055275127.953,10030016869.6319,3000085291997.585,10030016869.6319,3000085291997.585,23865085.96043027,1.208220369453496e-05,6.033507463873979e-14,-590.0
674,-46.80849003906249,-17.5,-51.77375707374685,102582.0338590322,102582.0338589658,-0.1166773869329686,-2990054731029.464,10030016009.52494,3000084747038.989,10030016009.52494,3000084747038.989,24842258.70711485,1.23614073796735e-05,6.29093815477661e-14,-590.0
675,-46.70868515625,-26.25,-52.79799880566384,102685.2395832615,102685.2395831304,-0.1640863201513307,-2990054502080.918,10030015382.19425,3000084517463.113,10030015382.19425,3000084517463.113,26902364.17967317,1.29341591238907e-05,6.833778426456371e-14,-590.0
676,-46.50907539062499,-35.0,-54.84841387752719,102788.2656760417,102788.2656760395,-0.02096191417066713,-2990054225043.934,10030014484.73822,3000084239528.672,10030014484.73822,3000084239528.672,29136463.15569648,1.353179673247303e-05,7.423399272577715e-14,-590.0
677,-46.309465625,-43.75000000000001,-56.90154283884824,102994.1344232131,102994.1344223623,-0.4186236877476995,-2990054049614.525,10030013945.62469,3000084063560.15,10030013945.62469,3000084063560.15,34153494.77449853,1.480387559807628e-05,8.750653661675105e-14,-590.0
678,-45.91024609375,-52.5,-61.01600823598022,103199.8659811367,103199.8659811345,-0.02107649280014376,-2990053853025.849,10030013431.97913,3000083866457.828,10030013431.97913,3000083866457.828,40066832.92483134,1.619309680599721e-05,1.032003868159801e-13,-590.0
679,-45.5110265625,-61.25,-65.1414622499497,103611.6081954099,103611.6081779196,-1.903787674371905,-2990053721886.997,10030013157.85999,3000083735044.856,10030013157.85999,3000083735044.856,55003868.50844739,1.934178728867853e-05,1.430154813753363e-13,-590.0
680,-45.5110265625,-70.0,-65.14182997740149,103611.5079134161,103611.5078567707,3.426112591947502,-2990053721887.32,10030013157.86091,3000083735045.182,10030013157.86091,3000083735045.182,55004894.26306547,1.934389944925573e-05,1.43044033848115e-13,-590.0
681,-44.7125875,-70.0,-73.42553625075034,104021.8490104916,104021.8485786689,9.478291190135538,-2990053558451.97,10030012909.93097,3000083571361.901,10030012909.93097,3000083571361.901,75713843.66614924,2.308954108018757e-05,1.985378107622326e-13,-590.0
682,-44.7125875,-61.25,-73.42513996505852,104022.4242541902,104022.4242538733,-0.2567848645765077,-2990053558451.531,10030012909.92937,3000083571361.461,10030012909.92937,3000083571361.461,75714164.1544381,2.308742418659065e-05,1.98504550698547e-13,-590.0
683,-45.5110265625,-52.5,-65.14142389608725,103611.4978554231,103611.4978420067,-1.667387466925867,-2990053721886.773,10030013157.85934,3000083735044.632,10030013157.85934,3000083735044.632,54998325.98539538,1.934060505794406e-05,1.429992655043609e-13,-590.0
684,-45.91024609375,-43.75000000000001,-61.01600689047488,103199.8467923028,103199.8467923027,-0.004336153870351294,-2990053853025.734,10030013431.97886,3000083866457.713,10030013431.97886,3000083866457.713,40065072.82247695,1.619287614084094e-05,1.031977755888738e-13,-590.0
685,-46.309465625,-35.0,-56.90153759853951,102994.1066778003,102994.106676877,-0.4361155972408458,-2990054049614.486,10030013945.6245,3000084063560.11,10030013945.6245,3000084063560.11,34152284.31231038,1.480366873968037e-05,8.75043280129366e-14,-590.0
686,-46.50907539062499,-26.25,-54.84838125792525,102788.1577594631,102788.1577594413,-0.06690865720347872,-2990054225043.958,10030014484.73802,3000084239528.696,10030014484.73802,3000084239528.696,29133850.04976538,1.353111130417018e-05,7.422717562621138e-14,-590.0
687,-46.70868515625,-17.5,-52.79791834443149,102684.976507141,102684.9765068999,-0.2225302710320571,-2990054502081.066,10030015382.19415,3000084517463.26,10030015382.19415,3000084517463.26,26897593.66717506,1.293272757706759e-05,6.832402707454799e-14,-590.0
688,-46.80849003906249,-8.75,-51.77362990805073,102581.5679438595,102581.5679437681,-0.1368881774262968,-2990054731030.152,10030016009.52737,3000084747039.68,10030016009.52737,3000084747039.68,24833294.63557458,1.235836138190315e-05,6.288120320746891e-14,-590.0
689,-46.908294921875,0.0,-50.7500564407804,102528.6348825274,102528.6348825274,6.678398766081311e-12,-2990055275047.027,10030016869.70276,3000085291916.73,10030016869.70276,3000085291916.73,23853071.05897245,1.207726982855014e-05,6.029019632967303e-14,-590.0
690,-46.80849003906249,0.0,-51.77351357053049,102580.130587839,102580.130587839,5.342669950528711e-12,-2990054730980.664,10030016009.58244,3000084746990.246,10030016009.58244,3000084746990.246,24820603.71027457,1.235316657296326e-05,6.283308443946083e-14,-590.0
691,-46.70868515625,-8.75,-52.79778653185483,102684.5118046417,102684.5118043252,-0.2549415695970892,-2990054502081.632,10030015382.19568,3000084517463.828,10030015382.19568,3000084517463.828,26888625.88395708,1.292985214411829e-05,6.829645015079823e-14,-590.0
692,-46.50907539062499,-17.5,-54.84829555340622,102787.8959230627,102787.8959229821,-0.1286660196509824,-2990054225044.043,10030014484.73766,3000084239528.781,10030014484.73766,3000084239528.781,29128433.17099807,1.352953889198223e-05,7.421150772440071e-14,-590.0
693,-46.309465625,-26.25,-56.9015028221835,102993.9982532682,102993.9982521331,-0.4835623790789187,-2990054049614.499,10030013945.62424,3000084063560.122,10030013945.62424,3000084063560.122,34149435.71993638,1.480298520213373e-05,8.749702005626543e-14,-590.0
694,-45.91024609375,-35.0,-61.01600052595069,103199.8175182926,103199.8175182895,-0.02527115949417797,-2990053853025.685,10030013431.97863,3000083866457.663,10030013431.97863,3000083866457.663,40063516.14829528,1.619261480495818e-05,1.031947762544871e-13,-590.0
695,-45.5110265625,-43.75000000000001,-65.14142173140074,103611.4740439114,103611.4740308586,-1.64464183790319,-2990053721886.658,10030013157.85904,3000083735044.517,10030013157.85904,3000083735044.517,54995539.75460838,1.934029055740152e-05,1.429949490573381e-13,-590.0
696,-44.7125875,-52.5,-73.42509315312763,104022.3186929903,104022.3186929858,-0.03055278668360325,-2990053558451.32,10030012909.92864,3000083571361.249,10030012909.92864,3000083571361.249,75707047.19912957,2.308622311938218e-05,1.984852401374183e-13,-590.0
697,-43.9141484375,-61.25,-81.75257557774084,104570.3064322101,104570.3064318495,-0.2746269907468471,-2990053438720.521,10030012775.09989,3000083451495.621,10030012775.09989,3000083451495.621,113819154.4867831,2.901449405576659e-05,3.010483441137787e-13,-590.0
698,-43.9141484375,-70.0,-81.75299614186885,104569.6821318848,104569.6817055243,9.44292043677915,-2990053438720.972,10030012775.10163,3000083451496.073,10030012775.10163,3000083451496.073,113815534.6585871,2.90167389101158e-05,3.010908114083031e-13,-590.0
699,-43.115709375,-70.0,-90.1241845777673,105390.2421614171,105390.2411306338,14.74004717643617,-2990053387335.475,10030012735.84909,3000083400071.323,10030012735.84909,3000083400071.323,211196754.1659753,4.081824138942684e-05,5.647651267805049e-13,-590.0
700,-43.115709375,-61.25,-90.1237434112022,105393.6917522732,105393.6915497742,-6.533317013623349,-2990053387335.065,10030012735.8475,3000083400070.913,10030012735.8475,3000083400070.913,211213364.7695114,4.081574925082911e-05,5.647026656813664e-13,-590.0
701,-43.9141484375,-52.5,-81.75252039812148,104570.2026809013,104570.202680895,-0.03651860855019414,-2990053438720.312,10030012775.09916,3000083451495.412,10030012775.09916,3000083451495.412,113809285.4715165,2.90130956640618e-05,3.010213222092589e-13,-590.0
702,-44.7125875,-43.75000000000001,-73.42508904692376,104022.2920998078,104022.2920998074,-0.008110698334704139,-2990053558451.205,10030012909.9283,3000083571361.133,10030012909.9283,3000083571361.133,75703301.79255702,2.308585229454698e-05,1.984792732940152e-13,-590.0
703,-45.5110265625,-35.0,-65.14141415607708,103611.4412984895,103611.4412851006,-1.665679339819684,-2990053721886.601,10030013157.85879,3000083735044.46,10030013157.85879,3000083735044.46,54993411.67216512,1.933998856229746e-05,1.429909366653461e-13,-590.0
704,-45.91024609375,-26.25,-61.0159614216963,103199.7089142979,103199.7089142678,-0.07882828864571087,-2990053853025.68,10030013431.9783,3000083866457.659,10030013431.9783,3000083866457.659,40059949.60137746,1.619180637115081e-05,1.031854901586371e-13,-590.0
705,-46.309465625,-17.5,-56.90141190813154,102993.7390463531,102993.7390448817,-0.5505534489531224,-2990054049614.531,10030013945.62371,3000084063560.155,10030013945.62371,3000084063560.155,34143500.42917592,1.480138584433847e-05,8.74798757213096e-14,-590.0
706,-46.50907539062499,-8.75,-54.84815446786272,102787.4321746887,102787.4321745532,-0.1668611950112321,-2990054225044.32,10030014484.73787,3000084239529.059,10030014484.73787,3000084239529.059,29118225.10290919,1.35262965802809e-05,7.417928020243243e-14,-590.0
707,-46.70868515625,0.0,-52.79765594115194,102683.1248087699,102683.1248087699,1.768136008992253e-12,-2990054502069.141,10030015382.23902,3000084517451.38,10030015382.23902,3000084517451.38,26875900.20676396,1.292479521558579e-05,6.824785819437737e-14,-590.0
708,-46.50907539062499,0.0,-54.84799615734477,102786.0958679732,102786.0958679732,2.671751849430822e-12,-2990054225050.506,10030014484.76404,3000084239535.27,10030014484.76404,3000084239535.27,29104572.43398682,1.352093574993103e-05,7.412586198748751e-14,-590.0
709,-46.309465625,-8.75,-56.90126158481172,102993.2786233558,102993.2786215731,-0.6059900840554104,-2990054049614.602,10030013945.62308,3000084063560.225,10030013945.62308,3000084063560.225,34132511.23964751,1.479821167351993e-05,8.744595899174875e-14,-590.0
710,-45.91024609375,-17.5,-61.01586019131873,103199.4522473061,103199.4522471937,-0.1523657274904028,-2990053853025.656,10030013431.97761,3000083866457.634,10030013431.97761,3000083866457.634,40052715.09815161,1.618998654167513e-05,1.031645179172424e-13,-590.0
711,-45.5110265625,-26.25,-65.14137071072663,103611.3321109634,103611.3320966281,-1.723543213964735,-2990053721886.584,10030013157.85843,3000083735044.442,10030013157.85843,3000083735044.442,54988861.79164472,1.933911197356903e-05,1.429792970602348e-13,-590.0
712,-44.7125875,-35.0,-73.42507880844127,104022.2569076937,104022.2569076881,-0.03434330388086899,-2990053558451.139,10030012909.92804,3000083571361.067,10030012909.92804,3000083571361.067,75700091.25937507,2.308543926980206e-05,1.984729215835864e-13,-590.0
713,-43.9141484375,-43.75000000000001,-81.75251400931201,104570.17219779,104570.1721977894,-0.01109577004057056,-2990053438720.209,10030012775.09885,3000083451495.308,10030012775.09885,3000083451495.308,113803445.1686031,2.901260157126943e-05,3.01011767030824e-13,-590.0
714,-43.115709375,-52.5,-90.12368005244431,105393.5833758404,105393.5831899618,-6.25945913224766,-2990053387334.866,10030012735.84679,3000083400070.713,10030012735.84679,3000083400070.713,211199008.9586792,4.081389096840175e-05,5.646550461743141e-13,-590.0
715,-41.51883125000001,-61.25,-106.9971619455683,106211.6634067931,106211.6634063203,-0.3169193489358201,-2990053311705.908,10030012683.75522,3000083324389.663,10030012683.75522,3000083324389.663,395146007.3683609,5.727335779762972e-05,1.065313454330284e-12,-590.0
716,-41.51883125000001,-70.0,-106.9976349374242,106204.7902825061,106204.7834524107,38.0890754091639,-2990053311706.222,10030012683.75648,3000083324389.979,10030012683.75648,3000083324389.979,395105591.1671652,5.727591945765186e-05,1.065398552808086e-12,-590.0
717,-39.921953125,-70.0,-124.0456552443218,107297.3966346929,107297.3898997054,38.01701204624572,-2990053270203.918,10030012657.71481,3000083282861.633,10030012657.71481,3000083282861.633,848668764.7525536,8.755918572971506e-05,2.304872041733867e-12,-590.0
718,-39.921953125,-61.25,-124.0451597036263,107304.3118884022,107304.311887874,-0.3366581562080236,-2990053270203.685,10030012657.71382,3000083282861.399,10030012657.71382,3000083282861.399,848776526.9385456,8.755645521743559e-05,2.304744744713643e-12,-590.0
719,-41.51883125000001,-52.5,-106.9970830385269,106211.5705703532,106211.5705703388,-0.05536164520010022,-2990053311705.729,10030012683.75454,3000083324389.484,10030012683.75454,3000083324389.484,395122625.7953026,5.727123927913575e-05,1.065240576907794e-12,-590.0
720,-43.115709375,-43.75000000000001,-90.12367109917356,105393.5462351499,105393.5460512996,-6.225212308299194,-2990053387334.76,10030012735.84648,3000083400070.606,10030012735.84648,3000083400070.606,211187029.1840956,4.081311804634415e-05,5.64635176714329e-13,-590.0
721,-43.9141484375,-35.0,-81.75250083202188,104570.13383847,104570.133838462,-0.0410431973846876,-2990053438720.145,10030012775.09856,3000083451495.243,10030012775.09856,3000083451495.243,113798401.4194852,2.901205645037514e-05,3.010016293308472e-13,-590.0
722,-44.7125875,-26.25,-73.42502665911967,104022.147881747,104022.1478816967,-0.1022945336770368,-2990053558451.102,10030012909.92766,3000083571361.029,10030012909.92766,3000083571361.029,75693514.30636291,2.308432726627344e-05,1.984558708971635e-13,-590.0
723,-45.5110265625,-17.5,-65.14125930519988,103611.0810981703,103611.0810824113,-1.807101098283167,-2990053721886.521,10030013157.85764,3000083735044.378,10030013157.85764,3000083735044.378,54979729.82828863,1.933712711294576e-05,1.429528350447058e-13,-590.0
724,-45.91024609375,-8.75,-61.0156915188755,103198.9951095784,103198.9951093361,-0.2235857496282019,-2990053853025.521,10030013431.97617,3000083866457.498,10030013431.97617,3000083866457.498,40039501.95437105,1.618632301481605e-05,1.031224561198812e-13,-590.0
725,-46.309465625,0.0,-56.90107656416158,102992.0896203628,102992.0896203628,6.684524488229967e-12,-2990054049618.841,10030013945.63873,3000084063564.479,10030013945.63873,3000084063564.479,34118298.50833384,1.47929033932526e-05,8.738904873833183e-14,-590.0
726,-45.91024609375,0.0,-61.01545599340595,103197.9750263243,103197.9750263243,6.572151098536316e-12,-2990053853027.685,10030013431.9821,3000083866459.667,10030013431.9821,3000083866459.667,40023841.43577126,1.618062164322495e-05,1.030567334507675e-13,-590.0
727,-45.5110265625,-8.75,-65.14107250231666,103610.633617682,103610.6336001936,-1.903670106790027,-2990053721886.27,10030013157.85575,3000083735044.126,10030013157.85575,3000083735044.126,54963331.74687082,1.933328763132549e-05,1.429018669705886e-13,-590.0
728,-44.7125875,-17.5,-73.42489533982614,104021.9022409548,104021.9022407657,-0.1983878854458326,-2990053558451.014,10030012909.92678,3000083571360.94,10030012909.92678,3000083571360.94,75680758.21508254,2.308191628096577e-05,1.984187280067097e-13,-590.0
729,-43.9141484375,-26.25,-81.7524399945861,104570.0252837251,104570.0252836581,-0.1184121747409508,-2990053438720.097,10030012775.09815,3000083451495.195,10030012775.09815,3000083451495.195,113788636.1409996,2.901068996014543e-05,3.009763163706699e-13,-590.0
730,-43.115709375,-35.0,-90.12365475216546,105393.5030262816,105393.5028406078,-6.256007420015107,-2990053387334.698,10030012735.84616,3000083400070.544,10030012735.84616,3000083400070.544,211177637.8510353,4.08123661585452e-05,5.646165401024771e-13,-590.0
731,-41.51883125000001,-43.75000000000001,-106.9970682811216,106211.5322692027,106211.5322692005,-0.02158694727204419,-2990053311705.627,10030012683.75419,3000083324389.381,10030012683.75419,3000083324389.381,395101009.0025698,5.727019493217869e-05,1.065204348267973e-12,-590.0
732,-39.921953125,-52.5,-124.0450666783835,107304.2286195008,107304.2286194801,-0.06657435473083172,-2990053270203.536,10030012657.71318,3000083282861.249,10030012657.71318,3000083282861.249,848736253.6396687,8.75537595802705e-05,2.304614798137222e-12,-590.0
733,-38.325075,-61.25,-141.2675436004411,108395.7657332717,108395.7657327003,-0.3519551070650621,-2990053247707.944,10030012629.18926,3000083260337.133,10030012629.18926,3000083260337.133,1784494904.771986,0.0001321295083141958,4.869645908291954e-12,-590.0
734,-38.325075,-70.0,-141.2680547727059,108388.8207116591,108388.8140663008,37.95477645858091,-2990053247708.082,10030012629.19002,3000083260337.272,10030012629.19002,3000083260337.272,1784237292.209403,0.0001321323189391393,4.869827329580205e-12,-590.0
735,-36.72819687499999,-70.0,-158.6646467687382,109479.0876779226,109479.0811176729,37.90013513256523,-2990053266250.88,10030012611.15788,3000083278862.038,10030012611.15788,3000083278862.038,3672728875.788164,0.0001969361352192601,1.005896038719352e-11,-590.0
736,-36.72819687499999,-61.25,-158.664125158922,109486.0534898946,109486.0534892907,-0.3636474196868555,-2990053266250.853,10030012611.15727,3000083278862.01,10030012611.15727,3000083278862.01,3673304222.376394,0.0001969333858192991,1.005871928390236e-11,-590.0
737,-38.325075,-52.5,-141.2674380387843,108395.6925372652,108395.6925372378,-0.07705350962709129,-2990053247707.854,10030012629.18867,3000083260337.042,10030012629.18867,3000083260337.042,1784428261.83961,0.0001321261603075377,4.869421912569515e-12,-590.0
738,-39.921953125,-43.75000000000001,-124.045045607413,107304.1882232086,107304.1882232046,-0.02932696675106283,-2990053270203.447,10030012657.71281,3000083282861.16,10030012657.71281,3000083282861.16,848690783.2470738,8.755220274664275e-05,2.304539023032579e-12,-590.0
